timestamp,extrx_raw.ch0,extrx_raw.ch1,extrx_raw.ch2,extrx_raw.ch3,extrx_raw.ch4,extrx_raw.ch5,extrx_raw.ch6,extrx_raw.ch7
127493,0,0,0,0,0,0,0,0
127593,0,0,0,0,0,0,0,0
127693,0,0,0,0,0,0,0,0
127793,0,0,0,0,0,0,0,0
127893,0,0,0,0,0,0,0,0
127993,0,0,0,0,0,0,0,0
128093,0,0,0,0,0,0,0,0
128193,0,0,0,0,0,0,0,0
128293,0,0,0,0,0,0,0,0
128396,0,0,0,0,0,0,0,0
128495,0,0,0,0,0,0,0,0
128593,0,0,0,0,0,0,0,0
128695,0,0,0,0,0,0,0,0
128794,0,0,0,0,0,0,0,0
128894,0,0,0,0,0,0,0,0
128994,0,0,0,0,0,0,0,0
129094,0,0,0,0,0,0,0,0
129194,0,0,0,0,0,0,0,0
129293,0,0,0,0,0,0,0,0
129393,0,0,0,0,0,0,0,0
129494,0,0,0,0,0,0,0,0
129593,0,0,0,0,0,0,0,0
129693,0,0,0,0,0,0,0,0
129793,0,0,0,0,0,0,0,0
129893,0,0,0,0,0,0,0,0
129993,0,0,0,0,0,0,0,0
130093,0,0,0,0,0,0,0,0
130193,0,0,0,0,0,0,0,0
130293,0,0,0,0,0,0,0,0
130393,0,0,0,0,0,0,0,0
130493,0,0,0,0,0,0,0,0
130593,0,0,0,0,0,0,0,0
130693,0,0,0,0,0,0,0,0
130793,0,0,0,0,0,0,0,0
130893,0,0,0,0,0,0,0,0
130993,0,0,0,0,0,0,0,0
131093,0,0,0,0,0,0,0,0
131193,0,0,0,0,0,0,0,0
131293,0,0,0,0,0,0,0,0
131393,0,0,0,0,0,0,0,0
131493,0,0,0,0,0,0,0,0
131593,0,0,0,0,0,0,0,0
131693,0,0,0,0,0,0,0,0
131793,0,0,0,0,0,0,0,0
131893,0,0,0,0,0,0,0,0
131993,0,0,0,0,0,0,0,0
132093,0,0,0,0,0,0,0,0
132193,0,0,0,0,0,0,0,0
132293,0,0,0,0,0,0,0,0
132393,0,0,0,0,0,0,0,0
132493,0,0,0,0,0,0,0,0
132593,0,0,0,0,0,0,0,0
132693,0,0,0,0,0,0,0,0
132793,0,0,0,0,0,0,0,0
132893,0,0,0,0,0,0,0,0
132993,0,0,0,0,0,0,0,0
133093,0,0,0,0,0,0,0,0
133193,0,0,0,0,0,0,0,0
133293,0,0,0,0,0,0,0,0
133393,0,0,0,0,0,0,0,0
133493,0,0,0,0,0,0,0,0
133593,0,0,0,0,0,0,0,0
