timestamp,ext_pos.X,ext_pos.Y,ext_pos.Z
116482,0.0,0.0,0.0
116583,0.0,0.0,0.0
116682,0.0,0.0,0.0
116782,0.0,0.0,0.0
116882,0.0,0.0,0.0
116982,0.0,0.0,0.0
117082,0.0,0.0,0.0
117182,0.0,0.0,0.0
117282,0.0,0.0,0.0
117382,0.0,0.0,0.0
117482,0.0,0.0,0.0
117582,0.0,0.0,0.0
117682,0.0,0.0,0.0
117782,0.0,0.0,0.0
117882,0.0,0.0,0.0
117982,0.0,0.0,0.0
118082,0.0,0.0,0.0
118182,0.0,0.0,0.0
118282,0.0,0.0,0.0
118382,0.0,0.0,0.0
118482,0.0,0.0,0.0
118582,0.0,0.0,0.0
118682,0.0,0.0,0.0
118782,0.0,0.0,0.0
118882,0.0,0.0,0.0
118982,0.0,0.0,0.0
119082,0.0,0.0,0.0
119182,0.0,0.0,0.0
119282,0.0,0.0,0.0
119382,0.0,0.0,0.0
119482,0.0,0.0,0.0
119582,0.0,0.0,0.0
119682,0.0,0.0,0.0
119782,0.0,0.0,0.0
119882,0.0,0.0,0.0
119982,0.0,0.0,0.0
120082,0.0,0.0,0.0
120182,0.0,0.0,0.0
120282,0.0,0.0,0.0
120382,0.0,0.0,0.0
120482,0.0,0.0,0.0
120582,0.0,0.0,0.0
120682,0.0,0.0,0.0
120782,0.0,0.0,0.0
120882,0.0,0.0,0.0
120982,0.0,0.0,0.0
121082,0.0,0.0,0.0
121182,0.0,0.0,0.0
121282,0.0,0.0,0.0
121382,0.0,0.0,0.0
121482,0.0,0.0,0.0
121582,0.0,0.0,0.0
