timestamp,loco.mode,loco.spiWr,loco.spiRe
174649,0,0.0,0.0
174749,0,0.0,0.0
174849,0,0.0,0.0
174949,0,0.0,0.0
175049,0,0.0,0.0
175149,0,0.0,0.0
175249,0,0.0,0.0
175349,0,0.0,0.0
175449,0,0.0,0.0
175549,0,0.0,0.0
175649,0,0.0,0.0
175749,0,0.0,0.0
175849,0,0.0,0.0
175949,0,0.0,0.0
176049,0,0.0,0.0
176149,0,0.0,0.0
176249,0,0.0,0.0
176349,0,0.0,0.0
176449,0,0.0,0.0
176549,0,0.0,0.0
