timestamp,ctrlMel.cmd_thrust,ctrlMel.cmd_roll,ctrlMel.cmd_pitch,ctrlMel.cmd_yaw,ctrlMel.r_roll,ctrlMel.r_pitch
99957,0.0,0.0,0.0,0.0,0.0,0.0
100057,0.0,0.0,0.0,0.0,0.0,0.0
100157,0.0,0.0,0.0,0.0,0.0,0.0
100257,0.0,0.0,0.0,0.0,0.0,0.0
100357,0.0,0.0,0.0,0.0,0.0,0.0
100457,0.0,0.0,0.0,0.0,0.0,0.0
100557,0.0,0.0,0.0,0.0,0.0,0.0
100657,0.0,0.0,0.0,0.0,0.0,0.0
100757,0.0,0.0,0.0,0.0,0.0,0.0
100857,0.0,0.0,0.0,0.0,0.0,0.0
100957,0.0,0.0,0.0,0.0,0.0,0.0
101057,0.0,0.0,0.0,0.0,0.0,0.0
101157,0.0,0.0,0.0,0.0,0.0,0.0
101257,0.0,0.0,0.0,0.0,0.0,0.0
101357,0.0,0.0,0.0,0.0,0.0,0.0
101457,0.0,0.0,0.0,0.0,0.0,0.0
101557,0.0,0.0,0.0,0.0,0.0,0.0
101657,0.0,0.0,0.0,0.0,0.0,0.0
101757,0.0,0.0,0.0,0.0,0.0,0.0
101857,0.0,0.0,0.0,0.0,0.0,0.0
101957,0.0,0.0,0.0,0.0,0.0,0.0
102057,0.0,0.0,0.0,0.0,0.0,0.0
102157,0.0,0.0,0.0,0.0,0.0,0.0
102257,0.0,0.0,0.0,0.0,0.0,0.0
102357,0.0,0.0,0.0,0.0,0.0,0.0
102457,0.0,0.0,0.0,0.0,0.0,0.0
102557,0.0,0.0,0.0,0.0,0.0,0.0
102657,0.0,0.0,0.0,0.0,0.0,0.0
102757,0.0,0.0,0.0,0.0,0.0,0.0
102857,0.0,0.0,0.0,0.0,0.0,0.0
102957,0.0,0.0,0.0,0.0,0.0,0.0
103057,0.0,0.0,0.0,0.0,0.0,0.0
103157,0.0,0.0,0.0,0.0,0.0,0.0
103257,0.0,0.0,0.0,0.0,0.0,0.0
103357,0.0,0.0,0.0,0.0,0.0,0.0
103457,0.0,0.0,0.0,0.0,0.0,0.0
103557,0.0,0.0,0.0,0.0,0.0,0.0
103657,0.0,0.0,0.0,0.0,0.0,0.0
