timestamp,posCtrlIndi.angF_roll,posCtrlIndi.angF_pitch,posCtrlIndi.angF_yaw,posCtrlIndi.accRef_x,posCtrlIndi.accRef_y,posCtrlIndi.accRef_z
187869,0.0,0.0,0.0,0.0,0.0,0.0
187969,0.0,0.0,0.0,0.0,0.0,0.0
188069,0.0,0.0,0.0,0.0,0.0,0.0
188169,0.0,0.0,0.0,0.0,0.0,0.0
188269,0.0,0.0,0.0,0.0,0.0,0.0
188369,0.0,0.0,0.0,0.0,0.0,0.0
188469,0.0,0.0,0.0,0.0,0.0,0.0
188569,0.0,0.0,0.0,0.0,0.0,0.0
188669,0.0,0.0,0.0,0.0,0.0,0.0
188769,0.0,0.0,0.0,0.0,0.0,0.0
188869,0.0,0.0,0.0,0.0,0.0,0.0
188969,0.0,0.0,0.0,0.0,0.0,0.0
189069,0.0,0.0,0.0,0.0,0.0,0.0
189169,0.0,0.0,0.0,0.0,0.0,0.0
189269,0.0,0.0,0.0,0.0,0.0,0.0
189369,0.0,0.0,0.0,0.0,0.0,0.0
189469,0.0,0.0,0.0,0.0,0.0,0.0
189569,0.0,0.0,0.0,0.0,0.0,0.0
189669,0.0,0.0,0.0,0.0,0.0,0.0
189769,0.0,0.0,0.0,0.0,0.0,0.0
189869,0.0,0.0,0.0,0.0,0.0,0.0
189969,0.0,0.0,0.0,0.0,0.0,0.0
190069,0.0,0.0,0.0,0.0,0.0,0.0
190169,0.0,0.0,0.0,0.0,0.0,0.0
190269,0.0,0.0,0.0,0.0,0.0,0.0
190369,0.0,0.0,0.0,0.0,0.0,0.0
190469,0.0,0.0,0.0,0.0,0.0,0.0
190569,0.0,0.0,0.0,0.0,0.0,0.0
190669,0.0,0.0,0.0,0.0,0.0,0.0
190769,0.0,0.0,0.0,0.0,0.0,0.0
190869,0.0,0.0,0.0,0.0,0.0,0.0
190969,0.0,0.0,0.0,0.0,0.0,0.0
191069,0.0,0.0,0.0,0.0,0.0,0.0
191169,0.0,0.0,0.0,0.0,0.0,0.0
191269,0.0,0.0,0.0,0.0,0.0,0.0
191369,0.0,0.0,0.0,0.0,0.0,0.0
191469,0.0,0.0,0.0,0.0,0.0,0.0
191569,0.0,0.0,0.0,0.0,0.0,0.0
191669,0.0,0.0,0.0,0.0,0.0,0.0
191769,0.0,0.0,0.0,0.0,0.0,0.0
191869,0.0,0.0,0.0,0.0,0.0,0.0
191969,0.0,0.0,0.0,0.0,0.0,0.0
192069,0.0,0.0,0.0,0.0,0.0,0.0
192169,0.0,0.0,0.0,0.0,0.0,0.0
192269,0.0,0.0,0.0,0.0,0.0,0.0
192369,0.0,0.0,0.0,0.0,0.0,0.0
192469,0.0,0.0,0.0,0.0,0.0,0.0
192569,0.0,0.0,0.0,0.0,0.0,0.0
192669,0.0,0.0,0.0,0.0,0.0,0.0
192769,0.0,0.0,0.0,0.0,0.0,0.0
192869,0.0,0.0,0.0,0.0,0.0,0.0
192969,0.0,0.0,0.0,0.0,0.0,0.0
193070,0.0,0.0,0.0,0.0,0.0,0.0
193170,0.0,0.0,0.0,0.0,0.0,0.0
193272,0.0,0.0,0.0,0.0,0.0,0.0
193370,0.0,0.0,0.0,0.0,0.0,0.0
193470,0.0,0.0,0.0,0.0,0.0,0.0
193569,0.0,0.0,0.0,0.0,0.0,0.0
193670,0.0,0.0,0.0,0.0,0.0,0.0
193769,0.0,0.0,0.0,0.0,0.0,0.0
193869,0.0,0.0,0.0,0.0,0.0,0.0
193969,0.0,0.0,0.0,0.0,0.0,0.0
194069,0.0,0.0,0.0,0.0,0.0,0.0
194169,0.0,0.0,0.0,0.0,0.0,0.0
194269,0.0,0.0,0.0,0.0,0.0,0.0
194369,0.0,0.0,0.0,0.0,0.0,0.0
194469,0.0,0.0,0.0,0.0,0.0,0.0
194569,0.0,0.0,0.0,0.0,0.0,0.0
194669,0.0,0.0,0.0,0.0,0.0,0.0
194769,0.0,0.0,0.0,0.0,0.0,0.0
194869,0.0,0.0,0.0,0.0,0.0,0.0
194969,0.0,0.0,0.0,0.0,0.0,0.0
195069,0.0,0.0,0.0,0.0,0.0,0.0
195169,0.0,0.0,0.0,0.0,0.0,0.0
195269,0.0,0.0,0.0,0.0,0.0,0.0
195369,0.0,0.0,0.0,0.0,0.0,0.0
195469,0.0,0.0,0.0,0.0,0.0,0.0
195569,0.0,0.0,0.0,0.0,0.0,0.0
195669,0.0,0.0,0.0,0.0,0.0,0.0
195769,0.0,0.0,0.0,0.0,0.0,0.0
195869,0.0,0.0,0.0,0.0,0.0,0.0
195969,0.0,0.0,0.0,0.0,0.0,0.0
196069,0.0,0.0,0.0,0.0,0.0,0.0
196169,0.0,0.0,0.0,0.0,0.0,0.0
196269,0.0,0.0,0.0,0.0,0.0,0.0
196369,0.0,0.0,0.0,0.0,0.0,0.0
196469,0.0,0.0,0.0,0.0,0.0,0.0
196569,0.0,0.0,0.0,0.0,0.0,0.0
196669,0.0,0.0,0.0,0.0,0.0,0.0
196769,0.0,0.0,0.0,0.0,0.0,0.0
196869,0.0,0.0,0.0,0.0,0.0,0.0
196969,0.0,0.0,0.0,0.0,0.0,0.0
197069,0.0,0.0,0.0,0.0,0.0,0.0
197169,0.0,0.0,0.0,0.0,0.0,0.0
197269,0.0,0.0,0.0,0.0,0.0,0.0
197369,0.0,0.0,0.0,0.0,0.0,0.0
197469,0.0,0.0,0.0,0.0,0.0,0.0
197569,0.0,0.0,0.0,0.0,0.0,0.0
197669,0.0,0.0,0.0,0.0,0.0,0.0
197769,0.0,0.0,0.0,0.0,0.0,0.0
197869,0.0,0.0,0.0,0.0,0.0,0.0
197969,0.0,0.0,0.0,0.0,0.0,0.0
198069,0.0,0.0,0.0,0.0,0.0,0.0
198169,0.0,0.0,0.0,0.0,0.0,0.0
198269,0.0,0.0,0.0,0.0,0.0,0.0
198369,0.0,0.0,0.0,0.0,0.0,0.0
198469,0.0,0.0,0.0,0.0,0.0,0.0
198569,0.0,0.0,0.0,0.0,0.0,0.0
198669,0.0,0.0,0.0,0.0,0.0,0.0
198769,0.0,0.0,0.0,0.0,0.0,0.0
198869,0.0,0.0,0.0,0.0,0.0,0.0
198969,0.0,0.0,0.0,0.0,0.0,0.0
199069,0.0,0.0,0.0,0.0,0.0,0.0
199169,0.0,0.0,0.0,0.0,0.0,0.0
199269,0.0,0.0,0.0,0.0,0.0,0.0
199369,0.0,0.0,0.0,0.0,0.0,0.0
199469,0.0,0.0,0.0,0.0,0.0,0.0
199569,0.0,0.0,0.0,0.0,0.0,0.0
199669,0.0,0.0,0.0,0.0,0.0,0.0
199769,0.0,0.0,0.0,0.0,0.0,0.0
199869,0.0,0.0,0.0,0.0,0.0,0.0
199969,0.0,0.0,0.0,0.0,0.0,0.0
200069,0.0,0.0,0.0,0.0,0.0,0.0
200169,0.0,0.0,0.0,0.0,0.0,0.0
200269,0.0,0.0,0.0,0.0,0.0,0.0
200369,0.0,0.0,0.0,0.0,0.0,0.0
200469,0.0,0.0,0.0,0.0,0.0,0.0
200569,0.0,0.0,0.0,0.0,0.0,0.0
200669,0.0,0.0,0.0,0.0,0.0,0.0
200769,0.0,0.0,0.0,0.0,0.0,0.0
200869,0.0,0.0,0.0,0.0,0.0,0.0
200969,0.0,0.0,0.0,0.0,0.0,0.0
201069,0.0,0.0,0.0,0.0,0.0,0.0
201169,0.0,0.0,0.0,0.0,0.0,0.0
201269,0.0,0.0,0.0,0.0,0.0,0.0
201369,0.0,0.0,0.0,0.0,0.0,0.0
201469,0.0,0.0,0.0,0.0,0.0,0.0
201569,0.0,0.0,0.0,0.0,0.0,0.0
201669,0.0,0.0,0.0,0.0,0.0,0.0
201772,0.0,0.0,0.0,0.0,0.0,0.0
201872,0.0,0.0,0.0,0.0,0.0,0.0
201972,0.0,0.0,0.0,0.0,0.0,0.0
202071,0.0,0.0,0.0,0.0,0.0,0.0
202169,0.0,0.0,0.0,0.0,0.0,0.0
202269,0.0,0.0,0.0,0.0,0.0,0.0
202369,0.0,0.0,0.0,0.0,0.0,0.0
202470,0.0,0.0,0.0,0.0,0.0,0.0
202569,0.0,0.0,0.0,0.0,0.0,0.0
202669,0.0,0.0,0.0,0.0,0.0,0.0
202769,0.0,0.0,0.0,0.0,0.0,0.0
202869,0.0,0.0,0.0,0.0,0.0,0.0
202969,0.0,0.0,0.0,0.0,0.0,0.0
203069,0.0,0.0,0.0,0.0,0.0,0.0
203169,0.0,0.0,0.0,0.0,0.0,0.0
203269,0.0,0.0,0.0,0.0,0.0,0.0
203369,0.0,0.0,0.0,0.0,0.0,0.0
203469,0.0,0.0,0.0,0.0,0.0,0.0
203569,0.0,0.0,0.0,0.0,0.0,0.0
