timestamp,posCtrlIndi.posRef_x,posCtrlIndi.posRef_y,posCtrlIndi.posRef_z,posCtrlIndi.velS_x,posCtrlIndi.velS_y,posCtrlIndi.velS_z
181965,0.0,0.0,0.0,0.0,0.0,0.0
182065,0.0,0.0,0.0,0.0,0.0,0.0
182165,0.0,0.0,0.0,0.0,0.0,0.0
182265,0.0,0.0,0.0,0.0,0.0,0.0
182365,0.0,0.0,0.0,0.0,0.0,0.0
182465,0.0,0.0,0.0,0.0,0.0,0.0
182565,0.0,0.0,0.0,0.0,0.0,0.0
182665,0.0,0.0,0.0,0.0,0.0,0.0
182765,0.0,0.0,0.0,0.0,0.0,0.0
182865,0.0,0.0,0.0,0.0,0.0,0.0
182965,0.0,0.0,0.0,0.0,0.0,0.0
183065,0.0,0.0,0.0,0.0,0.0,0.0
183166,0.0,0.0,0.0,0.0,0.0,0.0
183265,0.0,0.0,0.0,0.0,0.0,0.0
183365,0.0,0.0,0.0,0.0,0.0,0.0
183465,0.0,0.0,0.0,0.0,0.0,0.0
183565,0.0,0.0,0.0,0.0,0.0,0.0
183665,0.0,0.0,0.0,0.0,0.0,0.0
183765,0.0,0.0,0.0,0.0,0.0,0.0
183865,0.0,0.0,0.0,0.0,0.0,0.0
183965,0.0,0.0,0.0,0.0,0.0,0.0
184065,0.0,0.0,0.0,0.0,0.0,0.0
184165,0.0,0.0,0.0,0.0,0.0,0.0
184265,0.0,0.0,0.0,0.0,0.0,0.0
184365,0.0,0.0,0.0,0.0,0.0,0.0
184465,0.0,0.0,0.0,0.0,0.0,0.0
184565,0.0,0.0,0.0,0.0,0.0,0.0
184665,0.0,0.0,0.0,0.0,0.0,0.0
184765,0.0,0.0,0.0,0.0,0.0,0.0
184865,0.0,0.0,0.0,0.0,0.0,0.0
184965,0.0,0.0,0.0,0.0,0.0,0.0
185065,0.0,0.0,0.0,0.0,0.0,0.0
185165,0.0,0.0,0.0,0.0,0.0,0.0
185265,0.0,0.0,0.0,0.0,0.0,0.0
185365,0.0,0.0,0.0,0.0,0.0,0.0
185465,0.0,0.0,0.0,0.0,0.0,0.0
185565,0.0,0.0,0.0,0.0,0.0,0.0
185665,0.0,0.0,0.0,0.0,0.0,0.0
185765,0.0,0.0,0.0,0.0,0.0,0.0
