timestamp,posCtrlIndi.phi_tilde,posCtrlIndi.theta_tilde,posCtrlIndi.T_tilde,posCtrlIndi.T_inner,posCtrlIndi.T_inner_f,posCtrlIndi.T_incremented
181975,0.0,0.0,0.0,0.0,0.0,0.0
182075,0.0,0.0,0.0,0.0,0.0,0.0
182175,0.0,0.0,0.0,0.0,0.0,0.0
182275,0.0,0.0,0.0,0.0,0.0,0.0
182375,0.0,0.0,0.0,0.0,0.0,0.0
182475,0.0,0.0,0.0,0.0,0.0,0.0
182575,0.0,0.0,0.0,0.0,0.0,0.0
182675,0.0,0.0,0.0,0.0,0.0,0.0
182775,0.0,0.0,0.0,0.0,0.0,0.0
182875,0.0,0.0,0.0,0.0,0.0,0.0
182975,0.0,0.0,0.0,0.0,0.0,0.0
183075,0.0,0.0,0.0,0.0,0.0,0.0
183175,0.0,0.0,0.0,0.0,0.0,0.0
183275,0.0,0.0,0.0,0.0,0.0,0.0
183375,0.0,0.0,0.0,0.0,0.0,0.0
183475,0.0,0.0,0.0,0.0,0.0,0.0
183577,0.0,0.0,0.0,0.0,0.0,0.0
183677,0.0,0.0,0.0,0.0,0.0,0.0
183777,0.0,0.0,0.0,0.0,0.0,0.0
183876,0.0,0.0,0.0,0.0,0.0,0.0
183976,0.0,0.0,0.0,0.0,0.0,0.0
184076,0.0,0.0,0.0,0.0,0.0,0.0
184175,0.0,0.0,0.0,0.0,0.0,0.0
184275,0.0,0.0,0.0,0.0,0.0,0.0
184375,0.0,0.0,0.0,0.0,0.0,0.0
184475,0.0,0.0,0.0,0.0,0.0,0.0
184575,0.0,0.0,0.0,0.0,0.0,0.0
184675,0.0,0.0,0.0,0.0,0.0,0.0
184775,0.0,0.0,0.0,0.0,0.0,0.0
184875,0.0,0.0,0.0,0.0,0.0,0.0
184975,0.0,0.0,0.0,0.0,0.0,0.0
185075,0.0,0.0,0.0,0.0,0.0,0.0
185175,0.0,0.0,0.0,0.0,0.0,0.0
185275,0.0,0.0,0.0,0.0,0.0,0.0
185375,0.0,0.0,0.0,0.0,0.0,0.0
185475,0.0,0.0,0.0,0.0,0.0,0.0
185575,0.0,0.0,0.0,0.0,0.0,0.0
185675,0.0,0.0,0.0,0.0,0.0,0.0
185775,0.0,0.0,0.0,0.0,0.0,0.0
185875,0.0,0.0,0.0,0.0,0.0,0.0
185975,0.0,0.0,0.0,0.0,0.0,0.0
186075,0.0,0.0,0.0,0.0,0.0,0.0
186175,0.0,0.0,0.0,0.0,0.0,0.0
186275,0.0,0.0,0.0,0.0,0.0,0.0
186375,0.0,0.0,0.0,0.0,0.0,0.0
186475,0.0,0.0,0.0,0.0,0.0,0.0
186575,0.0,0.0,0.0,0.0,0.0,0.0
186675,0.0,0.0,0.0,0.0,0.0,0.0
186775,0.0,0.0,0.0,0.0,0.0,0.0
186875,0.0,0.0,0.0,0.0,0.0,0.0
186975,0.0,0.0,0.0,0.0,0.0,0.0
187075,0.0,0.0,0.0,0.0,0.0,0.0
187175,0.0,0.0,0.0,0.0,0.0,0.0
187275,0.0,0.0,0.0,0.0,0.0,0.0
187375,0.0,0.0,0.0,0.0,0.0,0.0
187475,0.0,0.0,0.0,0.0,0.0,0.0
187575,0.0,0.0,0.0,0.0,0.0,0.0
187675,0.0,0.0,0.0,0.0,0.0,0.0
187775,0.0,0.0,0.0,0.0,0.0,0.0
187875,0.0,0.0,0.0,0.0,0.0,0.0
187975,0.0,0.0,0.0,0.0,0.0,0.0
188075,0.0,0.0,0.0,0.0,0.0,0.0
188175,0.0,0.0,0.0,0.0,0.0,0.0
188275,0.0,0.0,0.0,0.0,0.0,0.0
188375,0.0,0.0,0.0,0.0,0.0,0.0
188475,0.0,0.0,0.0,0.0,0.0,0.0
188575,0.0,0.0,0.0,0.0,0.0,0.0
188675,0.0,0.0,0.0,0.0,0.0,0.0
188775,0.0,0.0,0.0,0.0,0.0,0.0
188875,0.0,0.0,0.0,0.0,0.0,0.0
188975,0.0,0.0,0.0,0.0,0.0,0.0
189075,0.0,0.0,0.0,0.0,0.0,0.0
189175,0.0,0.0,0.0,0.0,0.0,0.0
189275,0.0,0.0,0.0,0.0,0.0,0.0
189375,0.0,0.0,0.0,0.0,0.0,0.0
189475,0.0,0.0,0.0,0.0,0.0,0.0
189575,0.0,0.0,0.0,0.0,0.0,0.0
189675,0.0,0.0,0.0,0.0,0.0,0.0
189777,0.0,0.0,0.0,0.0,0.0,0.0
189875,0.0,0.0,0.0,0.0,0.0,0.0
189975,0.0,0.0,0.0,0.0,0.0,0.0
190075,0.0,0.0,0.0,0.0,0.0,0.0
190178,0.0,0.0,0.0,0.0,0.0,0.0
190275,0.0,0.0,0.0,0.0,0.0,0.0
190375,0.0,0.0,0.0,0.0,0.0,0.0
190475,0.0,0.0,0.0,0.0,0.0,0.0
190575,0.0,0.0,0.0,0.0,0.0,0.0
190675,0.0,0.0,0.0,0.0,0.0,0.0
190775,0.0,0.0,0.0,0.0,0.0,0.0
190875,0.0,0.0,0.0,0.0,0.0,0.0
190975,0.0,0.0,0.0,0.0,0.0,0.0
191077,0.0,0.0,0.0,0.0,0.0,0.0
191176,0.0,0.0,0.0,0.0,0.0,0.0
191275,0.0,0.0,0.0,0.0,0.0,0.0
191375,0.0,0.0,0.0,0.0,0.0,0.0
191475,0.0,0.0,0.0,0.0,0.0,0.0
191575,0.0,0.0,0.0,0.0,0.0,0.0
191675,0.0,0.0,0.0,0.0,0.0,0.0
191775,0.0,0.0,0.0,0.0,0.0,0.0
191908,0.0,0.0,0.0,0.0,0.0,0.0
191975,0.0,0.0,0.0,0.0,0.0,0.0
192075,0.0,0.0,0.0,0.0,0.0,0.0
192175,0.0,0.0,0.0,0.0,0.0,0.0
192275,0.0,0.0,0.0,0.0,0.0,0.0
192375,0.0,0.0,0.0,0.0,0.0,0.0
192475,0.0,0.0,0.0,0.0,0.0,0.0
192575,0.0,0.0,0.0,0.0,0.0,0.0
192675,0.0,0.0,0.0,0.0,0.0,0.0
192775,0.0,0.0,0.0,0.0,0.0,0.0
192875,0.0,0.0,0.0,0.0,0.0,0.0
192975,0.0,0.0,0.0,0.0,0.0,0.0
193075,0.0,0.0,0.0,0.0,0.0,0.0
193175,0.0,0.0,0.0,0.0,0.0,0.0
193278,0.0,0.0,0.0,0.0,0.0,0.0
193375,0.0,0.0,0.0,0.0,0.0,0.0
193475,0.0,0.0,0.0,0.0,0.0,0.0
193577,0.0,0.0,0.0,0.0,0.0,0.0
193675,0.0,0.0,0.0,0.0,0.0,0.0
193777,0.0,0.0,0.0,0.0,0.0,0.0
