timestamp,posEstAlt.estimatedZ,posEstAlt.estVZ,posEstAlt.velocityZ
210216,0.0,0.0,0.0
210316,0.0,0.0,0.0
210416,0.0,0.0,0.0
210516,0.0,0.0,0.0
210616,0.0,0.0,0.0
210716,0.0,0.0,0.0
210816,0.0,0.0,0.0
210916,0.0,0.0,0.0
211016,0.0,0.0,0.0
211116,0.0,0.0,0.0
211216,0.0,0.0,0.0
211316,0.0,0.0,0.0
211416,0.0,0.0,0.0
211516,0.0,0.0,0.0
211616,0.0,0.0,0.0
211716,0.0,0.0,0.0
211816,0.0,0.0,0.0
211916,0.0,0.0,0.0
212016,0.0,0.0,0.0
212116,0.0,0.0,0.0
212216,0.0,0.0,0.0
212316,0.0,0.0,0.0
212418,0.0,0.0,0.0
212518,0.0,0.0,0.0
212617,0.0,0.0,0.0
212717,0.0,0.0,0.0
212817,0.0,0.0,0.0
212917,0.0,0.0,0.0
213017,0.0,0.0,0.0
213117,0.0,0.0,0.0
213216,0.0,0.0,0.0
213317,0.0,0.0,0.0
213417,0.0,0.0,0.0
213516,0.0,0.0,0.0
213617,0.0,0.0,0.0
213717,0.0,0.0,0.0
213817,0.0,0.0,0.0
213918,0.0,0.0,0.0
214016,0.0,0.0,0.0
214116,0.0,0.0,0.0
214217,0.0,0.0,0.0
214317,0.0,0.0,0.0
214417,0.0,0.0,0.0
214517,0.0,0.0,0.0
214617,0.0,0.0,0.0
214716,0.0,0.0,0.0
214816,0.0,0.0,0.0
214916,0.0,0.0,0.0
215016,0.0,0.0,0.0
215116,0.0,0.0,0.0
215216,0.0,0.0,0.0
215316,0.0,0.0,0.0
215416,0.0,0.0,0.0
215516,0.0,0.0,0.0
215616,0.0,0.0,0.0
215716,0.0,0.0,0.0
215816,0.0,0.0,0.0
215916,0.0,0.0,0.0
216016,0.0,0.0,0.0
216116,0.0,0.0,0.0
216216,0.0,0.0,0.0
216316,0.0,0.0,0.0
216416,0.0,0.0,0.0
216516,0.0,0.0,0.0
216616,0.0,0.0,0.0
216716,0.0,0.0,0.0
216816,0.0,0.0,0.0
216916,0.0,0.0,0.0
217016,0.0,0.0,0.0
217116,0.0,0.0,0.0
217216,0.0,0.0,0.0
217316,0.0,0.0,0.0
217416,0.0,0.0,0.0
217516,0.0,0.0,0.0
217616,0.0,0.0,0.0
217716,0.0,0.0,0.0
217816,0.0,0.0,0.0
217916,0.0,0.0,0.0
218016,0.0,0.0,0.0
218116,0.0,0.0,0.0
218216,0.0,0.0,0.0
218316,0.0,0.0,0.0
218416,0.0,0.0,0.0
218516,0.0,0.0,0.0
218616,0.0,0.0,0.0
218716,0.0,0.0,0.0
