timestamp,health.motorVarXM1,health.motorVarYM1,health.motorVarXM2,health.motorVarYM2,health.motorVarXM3,health.motorVarYM3
159461,0.0,0.0,0.0,0.0,0.0,0.0
159560,0.0,0.0,0.0,0.0,0.0,0.0
159660,0.0,0.0,0.0,0.0,0.0,0.0
159760,0.0,0.0,0.0,0.0,0.0,0.0
159860,0.0,0.0,0.0,0.0,0.0,0.0
159960,0.0,0.0,0.0,0.0,0.0,0.0
160060,0.0,0.0,0.0,0.0,0.0,0.0
160160,0.0,0.0,0.0,0.0,0.0,0.0
160260,0.0,0.0,0.0,0.0,0.0,0.0
160360,0.0,0.0,0.0,0.0,0.0,0.0
160460,0.0,0.0,0.0,0.0,0.0,0.0
160560,0.0,0.0,0.0,0.0,0.0,0.0
160660,0.0,0.0,0.0,0.0,0.0,0.0
160760,0.0,0.0,0.0,0.0,0.0,0.0
160860,0.0,0.0,0.0,0.0,0.0,0.0
160960,0.0,0.0,0.0,0.0,0.0,0.0
161060,0.0,0.0,0.0,0.0,0.0,0.0
161160,0.0,0.0,0.0,0.0,0.0,0.0
161260,0.0,0.0,0.0,0.0,0.0,0.0
161360,0.0,0.0,0.0,0.0,0.0,0.0
161460,0.0,0.0,0.0,0.0,0.0,0.0
161560,0.0,0.0,0.0,0.0,0.0,0.0
161660,0.0,0.0,0.0,0.0,0.0,0.0
161764,0.0,0.0,0.0,0.0,0.0,0.0
161863,0.0,0.0,0.0,0.0,0.0,0.0
161960,0.0,0.0,0.0,0.0,0.0,0.0
162061,0.0,0.0,0.0,0.0,0.0,0.0
162161,0.0,0.0,0.0,0.0,0.0,0.0
162260,0.0,0.0,0.0,0.0,0.0,0.0
162361,0.0,0.0,0.0,0.0,0.0,0.0
162461,0.0,0.0,0.0,0.0,0.0,0.0
162561,0.0,0.0,0.0,0.0,0.0,0.0
162662,0.0,0.0,0.0,0.0,0.0,0.0
162761,0.0,0.0,0.0,0.0,0.0,0.0
162862,0.0,0.0,0.0,0.0,0.0,0.0
162961,0.0,0.0,0.0,0.0,0.0,0.0
163063,0.0,0.0,0.0,0.0,0.0,0.0
163161,0.0,0.0,0.0,0.0,0.0,0.0
163261,0.0,0.0,0.0,0.0,0.0,0.0
163361,0.0,0.0,0.0,0.0,0.0,0.0
163463,0.0,0.0,0.0,0.0,0.0,0.0
163562,0.0,0.0,0.0,0.0,0.0,0.0
163661,0.0,0.0,0.0,0.0,0.0,0.0
163763,0.0,0.0,0.0,0.0,0.0,0.0
163861,0.0,0.0,0.0,0.0,0.0,0.0
163961,0.0,0.0,0.0,0.0,0.0,0.0
164061,0.0,0.0,0.0,0.0,0.0,0.0
164161,0.0,0.0,0.0,0.0,0.0,0.0
164261,0.0,0.0,0.0,0.0,0.0,0.0
164361,0.0,0.0,0.0,0.0,0.0,0.0
164461,0.0,0.0,0.0,0.0,0.0,0.0
164561,0.0,0.0,0.0,0.0,0.0,0.0
164661,0.0,0.0,0.0,0.0,0.0,0.0
164761,0.0,0.0,0.0,0.0,0.0,0.0
164861,0.0,0.0,0.0,0.0,0.0,0.0
164961,0.0,0.0,0.0,0.0,0.0,0.0
165061,0.0,0.0,0.0,0.0,0.0,0.0
165161,0.0,0.0,0.0,0.0,0.0,0.0
165261,0.0,0.0,0.0,0.0,0.0,0.0
165361,0.0,0.0,0.0,0.0,0.0,0.0
165461,0.0,0.0,0.0,0.0,0.0,0.0
165561,0.0,0.0,0.0,0.0,0.0,0.0
165661,0.0,0.0,0.0,0.0,0.0,0.0
165761,0.0,0.0,0.0,0.0,0.0,0.0
165861,0.0,0.0,0.0,0.0,0.0,0.0
165961,0.0,0.0,0.0,0.0,0.0,0.0
166061,0.0,0.0,0.0,0.0,0.0,0.0
166161,0.0,0.0,0.0,0.0,0.0,0.0
166261,0.0,0.0,0.0,0.0,0.0,0.0
166360,0.0,0.0,0.0,0.0,0.0,0.0
166461,0.0,0.0,0.0,0.0,0.0,0.0
166561,0.0,0.0,0.0,0.0,0.0,0.0
166660,0.0,0.0,0.0,0.0,0.0,0.0
166760,0.0,0.0,0.0,0.0,0.0,0.0
166861,0.0,0.0,0.0,0.0,0.0,0.0
166960,0.0,0.0,0.0,0.0,0.0,0.0
167061,0.0,0.0,0.0,0.0,0.0,0.0
167160,0.0,0.0,0.0,0.0,0.0,0.0
167261,0.0,0.0,0.0,0.0,0.0,0.0
167361,0.0,0.0,0.0,0.0,0.0,0.0
167461,0.0,0.0,0.0,0.0,0.0,0.0
167561,0.0,0.0,0.0,0.0,0.0,0.0
167660,0.0,0.0,0.0,0.0,0.0,0.0
167761,0.0,0.0,0.0,0.0,0.0,0.0
167860,0.0,0.0,0.0,0.0,0.0,0.0
167960,0.0,0.0,0.0,0.0,0.0,0.0
168060,0.0,0.0,0.0,0.0,0.0,0.0
168160,0.0,0.0,0.0,0.0,0.0,0.0
168260,0.0,0.0,0.0,0.0,0.0,0.0
168360,0.0,0.0,0.0,0.0,0.0,0.0
168460,0.0,0.0,0.0,0.0,0.0,0.0
168560,0.0,0.0,0.0,0.0,0.0,0.0
168660,0.0,0.0,0.0,0.0,0.0,0.0
168760,0.0,0.0,0.0,0.0,0.0,0.0
168860,0.0,0.0,0.0,0.0,0.0,0.0
168960,0.0,0.0,0.0,0.0,0.0,0.0
169060,0.0,0.0,0.0,0.0,0.0,0.0
169160,0.0,0.0,0.0,0.0,0.0,0.0
169260,0.0,0.0,0.0,0.0,0.0,0.0
169360,0.0,0.0,0.0,0.0,0.0,0.0
169460,0.0,0.0,0.0,0.0,0.0,0.0
169560,0.0,0.0,0.0,0.0,0.0,0.0
169660,0.0,0.0,0.0,0.0,0.0,0.0
169760,0.0,0.0,0.0,0.0,0.0,0.0
169860,0.0,0.0,0.0,0.0,0.0,0.0
169960,0.0,0.0,0.0,0.0,0.0,0.0
170060,0.0,0.0,0.0,0.0,0.0,0.0
170160,0.0,0.0,0.0,0.0,0.0,0.0
170260,0.0,0.0,0.0,0.0,0.0,0.0
170360,0.0,0.0,0.0,0.0,0.0,0.0
170460,0.0,0.0,0.0,0.0,0.0,0.0
170560,0.0,0.0,0.0,0.0,0.0,0.0
170660,0.0,0.0,0.0,0.0,0.0,0.0
170762,0.0,0.0,0.0,0.0,0.0,0.0
170861,0.0,0.0,0.0,0.0,0.0,0.0
170963,0.0,0.0,0.0,0.0,0.0,0.0
171061,0.0,0.0,0.0,0.0,0.0,0.0
171161,0.0,0.0,0.0,0.0,0.0,0.0
171261,0.0,0.0,0.0,0.0,0.0,0.0
171360,0.0,0.0,0.0,0.0,0.0,0.0
171460,0.0,0.0,0.0,0.0,0.0,0.0
171560,0.0,0.0,0.0,0.0,0.0,0.0
171660,0.0,0.0,0.0,0.0,0.0,0.0
171760,0.0,0.0,0.0,0.0,0.0,0.0
171860,0.0,0.0,0.0,0.0,0.0,0.0
171960,0.0,0.0,0.0,0.0,0.0,0.0
172060,0.0,0.0,0.0,0.0,0.0,0.0
172160,0.0,0.0,0.0,0.0,0.0,0.0
172260,0.0,0.0,0.0,0.0,0.0,0.0
172360,0.0,0.0,0.0,0.0,0.0,0.0
172460,0.0,0.0,0.0,0.0,0.0,0.0
172560,0.0,0.0,0.0,0.0,0.0,0.0
172660,0.0,0.0,0.0,0.0,0.0,0.0
172760,0.0,0.0,0.0,0.0,0.0,0.0
172860,0.0,0.0,0.0,0.0,0.0,0.0
172960,0.0,0.0,0.0,0.0,0.0,0.0
173060,0.0,0.0,0.0,0.0,0.0,0.0
173160,0.0,0.0,0.0,0.0,0.0,0.0
173260,0.0,0.0,0.0,0.0,0.0,0.0
173360,0.0,0.0,0.0,0.0,0.0,0.0
173460,0.0,0.0,0.0,0.0,0.0,0.0
173560,0.0,0.0,0.0,0.0,0.0,0.0
173660,0.0,0.0,0.0,0.0,0.0,0.0
173760,0.0,0.0,0.0,0.0,0.0,0.0
173860,0.0,0.0,0.0,0.0,0.0,0.0
173960,0.0,0.0,0.0,0.0,0.0,0.0
174060,0.0,0.0,0.0,0.0,0.0,0.0
174160,0.0,0.0,0.0,0.0,0.0,0.0
174260,0.0,0.0,0.0,0.0,0.0,0.0
174360,0.0,0.0,0.0,0.0,0.0,0.0
174460,0.0,0.0,0.0,0.0,0.0,0.0
174560,0.0,0.0,0.0,0.0,0.0,0.0
174660,0.0,0.0,0.0,0.0,0.0,0.0
174760,0.0,0.0,0.0,0.0,0.0,0.0
174860,0.0,0.0,0.0,0.0,0.0,0.0
174960,0.0,0.0,0.0,0.0,0.0,0.0
175060,0.0,0.0,0.0,0.0,0.0,0.0
175160,0.0,0.0,0.0,0.0,0.0,0.0
175260,0.0,0.0,0.0,0.0,0.0,0.0
175360,0.0,0.0,0.0,0.0,0.0,0.0
175460,0.0,0.0,0.0,0.0,0.0,0.0
