timestamp,posCtrlIndi.accS_x,posCtrlIndi.accS_y,posCtrlIndi.accS_z,posCtrlIndi.accF_x,posCtrlIndi.accF_y,posCtrlIndi.accF_z
210210,0.0,0.0,0.0,0.0,0.0,0.0
210310,0.0,0.0,0.0,0.0,0.0,0.0
210410,0.0,0.0,0.0,0.0,0.0,0.0
210510,0.0,0.0,0.0,0.0,0.0,0.0
210610,0.0,0.0,0.0,0.0,0.0,0.0
210710,0.0,0.0,0.0,0.0,0.0,0.0
210810,0.0,0.0,0.0,0.0,0.0,0.0
210910,0.0,0.0,0.0,0.0,0.0,0.0
211010,0.0,0.0,0.0,0.0,0.0,0.0
211110,0.0,0.0,0.0,0.0,0.0,0.0
211210,0.0,0.0,0.0,0.0,0.0,0.0
211310,0.0,0.0,0.0,0.0,0.0,0.0
211410,0.0,0.0,0.0,0.0,0.0,0.0
211510,0.0,0.0,0.0,0.0,0.0,0.0
211610,0.0,0.0,0.0,0.0,0.0,0.0
211710,0.0,0.0,0.0,0.0,0.0,0.0
211810,0.0,0.0,0.0,0.0,0.0,0.0
211910,0.0,0.0,0.0,0.0,0.0,0.0
212010,0.0,0.0,0.0,0.0,0.0,0.0
212110,0.0,0.0,0.0,0.0,0.0,0.0
212210,0.0,0.0,0.0,0.0,0.0,0.0
212310,0.0,0.0,0.0,0.0,0.0,0.0
212410,0.0,0.0,0.0,0.0,0.0,0.0
212510,0.0,0.0,0.0,0.0,0.0,0.0
212610,0.0,0.0,0.0,0.0,0.0,0.0
212710,0.0,0.0,0.0,0.0,0.0,0.0
212810,0.0,0.0,0.0,0.0,0.0,0.0
212910,0.0,0.0,0.0,0.0,0.0,0.0
213010,0.0,0.0,0.0,0.0,0.0,0.0
213110,0.0,0.0,0.0,0.0,0.0,0.0
213210,0.0,0.0,0.0,0.0,0.0,0.0
213310,0.0,0.0,0.0,0.0,0.0,0.0
213410,0.0,0.0,0.0,0.0,0.0,0.0
213510,0.0,0.0,0.0,0.0,0.0,0.0
213610,0.0,0.0,0.0,0.0,0.0,0.0
213710,0.0,0.0,0.0,0.0,0.0,0.0
213810,0.0,0.0,0.0,0.0,0.0,0.0
213910,0.0,0.0,0.0,0.0,0.0,0.0
214010,0.0,0.0,0.0,0.0,0.0,0.0
214110,0.0,0.0,0.0,0.0,0.0,0.0
214210,0.0,0.0,0.0,0.0,0.0,0.0
214310,0.0,0.0,0.0,0.0,0.0,0.0
214410,0.0,0.0,0.0,0.0,0.0,0.0
214510,0.0,0.0,0.0,0.0,0.0,0.0
214610,0.0,0.0,0.0,0.0,0.0,0.0
214710,0.0,0.0,0.0,0.0,0.0,0.0
214810,0.0,0.0,0.0,0.0,0.0,0.0
214910,0.0,0.0,0.0,0.0,0.0,0.0
215010,0.0,0.0,0.0,0.0,0.0,0.0
215110,0.0,0.0,0.0,0.0,0.0,0.0
215210,0.0,0.0,0.0,0.0,0.0,0.0
215310,0.0,0.0,0.0,0.0,0.0,0.0
215410,0.0,0.0,0.0,0.0,0.0,0.0
215510,0.0,0.0,0.0,0.0,0.0,0.0
215610,0.0,0.0,0.0,0.0,0.0,0.0
215710,0.0,0.0,0.0,0.0,0.0,0.0
215810,0.0,0.0,0.0,0.0,0.0,0.0
215910,0.0,0.0,0.0,0.0,0.0,0.0
216010,0.0,0.0,0.0,0.0,0.0,0.0
216110,0.0,0.0,0.0,0.0,0.0,0.0
216210,0.0,0.0,0.0,0.0,0.0,0.0
216310,0.0,0.0,0.0,0.0,0.0,0.0
216414,0.0,0.0,0.0,0.0,0.0,0.0
216510,0.0,0.0,0.0,0.0,0.0,0.0
216610,0.0,0.0,0.0,0.0,0.0,0.0
216710,0.0,0.0,0.0,0.0,0.0,0.0
216810,0.0,0.0,0.0,0.0,0.0,0.0
216910,0.0,0.0,0.0,0.0,0.0,0.0
217010,0.0,0.0,0.0,0.0,0.0,0.0
217113,0.0,0.0,0.0,0.0,0.0,0.0
217211,0.0,0.0,0.0,0.0,0.0,0.0
217313,0.0,0.0,0.0,0.0,0.0,0.0
217413,0.0,0.0,0.0,0.0,0.0,0.0
217511,0.0,0.0,0.0,0.0,0.0,0.0
217611,0.0,0.0,0.0,0.0,0.0,0.0
217711,0.0,0.0,0.0,0.0,0.0,0.0
217811,0.0,0.0,0.0,0.0,0.0,0.0
217911,0.0,0.0,0.0,0.0,0.0,0.0
218011,0.0,0.0,0.0,0.0,0.0,0.0
218111,0.0,0.0,0.0,0.0,0.0,0.0
218210,0.0,0.0,0.0,0.0,0.0,0.0
218310,0.0,0.0,0.0,0.0,0.0,0.0
218411,0.0,0.0,0.0,0.0,0.0,0.0
218511,0.0,0.0,0.0,0.0,0.0,0.0
218610,0.0,0.0,0.0,0.0,0.0,0.0
218710,0.0,0.0,0.0,0.0,0.0,0.0
218810,0.0,0.0,0.0,0.0,0.0,0.0
218910,0.0,0.0,0.0,0.0,0.0,0.0
219010,0.0,0.0,0.0,0.0,0.0,0.0
219110,0.0,0.0,0.0,0.0,0.0,0.0
219210,0.0,0.0,0.0,0.0,0.0,0.0
219310,0.0,0.0,0.0,0.0,0.0,0.0
219410,0.0,0.0,0.0,0.0,0.0,0.0
219510,0.0,0.0,0.0,0.0,0.0,0.0
219610,0.0,0.0,0.0,0.0,0.0,0.0
219710,0.0,0.0,0.0,0.0,0.0,0.0
219810,0.0,0.0,0.0,0.0,0.0,0.0
219910,0.0,0.0,0.0,0.0,0.0,0.0
220010,0.0,0.0,0.0,0.0,0.0,0.0
220110,0.0,0.0,0.0,0.0,0.0,0.0
