timestamp,ctrlMel.cmd_thrust,ctrlMel.cmd_roll,ctrlMel.cmd_pitch,ctrlMel.cmd_yaw,ctrlMel.r_roll,ctrlMel.r_pitch
118062,0.0,0.0,0.0,0.0,0.0,0.0
118162,0.0,0.0,0.0,0.0,0.0,0.0
118262,0.0,0.0,0.0,0.0,0.0,0.0
118362,0.0,0.0,0.0,0.0,0.0,0.0
118462,0.0,0.0,0.0,0.0,0.0,0.0
118562,0.0,0.0,0.0,0.0,0.0,0.0
118662,0.0,0.0,0.0,0.0,0.0,0.0
118762,0.0,0.0,0.0,0.0,0.0,0.0
118862,0.0,0.0,0.0,0.0,0.0,0.0
118962,0.0,0.0,0.0,0.0,0.0,0.0
119062,0.0,0.0,0.0,0.0,0.0,0.0
119162,0.0,0.0,0.0,0.0,0.0,0.0
119262,0.0,0.0,0.0,0.0,0.0,0.0
119362,0.0,0.0,0.0,0.0,0.0,0.0
119462,0.0,0.0,0.0,0.0,0.0,0.0
119562,0.0,0.0,0.0,0.0,0.0,0.0
119662,0.0,0.0,0.0,0.0,0.0,0.0
119762,0.0,0.0,0.0,0.0,0.0,0.0
119862,0.0,0.0,0.0,0.0,0.0,0.0
119962,0.0,0.0,0.0,0.0,0.0,0.0
120062,0.0,0.0,0.0,0.0,0.0,0.0
120162,0.0,0.0,0.0,0.0,0.0,0.0
120262,0.0,0.0,0.0,0.0,0.0,0.0
120362,0.0,0.0,0.0,0.0,0.0,0.0
120462,0.0,0.0,0.0,0.0,0.0,0.0
120562,0.0,0.0,0.0,0.0,0.0,0.0
120662,0.0,0.0,0.0,0.0,0.0,0.0
120762,0.0,0.0,0.0,0.0,0.0,0.0
120862,0.0,0.0,0.0,0.0,0.0,0.0
120962,0.0,0.0,0.0,0.0,0.0,0.0
121062,0.0,0.0,0.0,0.0,0.0,0.0
121162,0.0,0.0,0.0,0.0,0.0,0.0
121262,0.0,0.0,0.0,0.0,0.0,0.0
121362,0.0,0.0,0.0,0.0,0.0,0.0
121462,0.0,0.0,0.0,0.0,0.0,0.0
121562,0.0,0.0,0.0,0.0,0.0,0.0
121662,0.0,0.0,0.0,0.0,0.0,0.0
121762,0.0,0.0,0.0,0.0,0.0,0.0
121862,0.0,0.0,0.0,0.0,0.0,0.0
121962,0.0,0.0,0.0,0.0,0.0,0.0
122062,0.0,0.0,0.0,0.0,0.0,0.0
122162,0.0,0.0,0.0,0.0,0.0,0.0
122263,0.0,0.0,0.0,0.0,0.0,0.0
122362,0.0,0.0,0.0,0.0,0.0,0.0
122462,0.0,0.0,0.0,0.0,0.0,0.0
122562,0.0,0.0,0.0,0.0,0.0,0.0
122662,0.0,0.0,0.0,0.0,0.0,0.0
122762,0.0,0.0,0.0,0.0,0.0,0.0
122862,0.0,0.0,0.0,0.0,0.0,0.0
122962,0.0,0.0,0.0,0.0,0.0,0.0
123062,0.0,0.0,0.0,0.0,0.0,0.0
123162,0.0,0.0,0.0,0.0,0.0,0.0
123262,0.0,0.0,0.0,0.0,0.0,0.0
123362,0.0,0.0,0.0,0.0,0.0,0.0
123462,0.0,0.0,0.0,0.0,0.0,0.0
123562,0.0,0.0,0.0,0.0,0.0,0.0
123662,0.0,0.0,0.0,0.0,0.0,0.0
123764,0.0,0.0,0.0,0.0,0.0,0.0
123864,0.0,0.0,0.0,0.0,0.0,0.0
123964,0.0,0.0,0.0,0.0,0.0,0.0
124064,0.0,0.0,0.0,0.0,0.0,0.0
124164,0.0,0.0,0.0,0.0,0.0,0.0
124263,0.0,0.0,0.0,0.0,0.0,0.0
124363,0.0,0.0,0.0,0.0,0.0,0.0
124463,0.0,0.0,0.0,0.0,0.0,0.0
124562,0.0,0.0,0.0,0.0,0.0,0.0
124662,0.0,0.0,0.0,0.0,0.0,0.0
124762,0.0,0.0,0.0,0.0,0.0,0.0
124862,0.0,0.0,0.0,0.0,0.0,0.0
124962,0.0,0.0,0.0,0.0,0.0,0.0
125062,0.0,0.0,0.0,0.0,0.0,0.0
125162,0.0,0.0,0.0,0.0,0.0,0.0
125262,0.0,0.0,0.0,0.0,0.0,0.0
125362,0.0,0.0,0.0,0.0,0.0,0.0
125462,0.0,0.0,0.0,0.0,0.0,0.0
125563,0.0,0.0,0.0,0.0,0.0,0.0
125662,0.0,0.0,0.0,0.0,0.0,0.0
125762,0.0,0.0,0.0,0.0,0.0,0.0
125863,0.0,0.0,0.0,0.0,0.0,0.0
125963,0.0,0.0,0.0,0.0,0.0,0.0
126062,0.0,0.0,0.0,0.0,0.0,0.0
126162,0.0,0.0,0.0,0.0,0.0,0.0
126262,0.0,0.0,0.0,0.0,0.0,0.0
126362,0.0,0.0,0.0,0.0,0.0,0.0
126462,0.0,0.0,0.0,0.0,0.0,0.0
126562,0.0,0.0,0.0,0.0,0.0,0.0
126662,0.0,0.0,0.0,0.0,0.0,0.0
126762,0.0,0.0,0.0,0.0,0.0,0.0
126862,0.0,0.0,0.0,0.0,0.0,0.0
126962,0.0,0.0,0.0,0.0,0.0,0.0
127062,0.0,0.0,0.0,0.0,0.0,0.0
127162,0.0,0.0,0.0,0.0,0.0,0.0
127262,0.0,0.0,0.0,0.0,0.0,0.0
127363,0.0,0.0,0.0,0.0,0.0,0.0
127462,0.0,0.0,0.0,0.0,0.0,0.0
127562,0.0,0.0,0.0,0.0,0.0,0.0
127662,0.0,0.0,0.0,0.0,0.0,0.0
127762,0.0,0.0,0.0,0.0,0.0,0.0
127862,0.0,0.0,0.0,0.0,0.0,0.0
127962,0.0,0.0,0.0,0.0,0.0,0.0
128062,0.0,0.0,0.0,0.0,0.0,0.0
128162,0.0,0.0,0.0,0.0,0.0,0.0
128262,0.0,0.0,0.0,0.0,0.0,0.0
128362,0.0,0.0,0.0,0.0,0.0,0.0
128462,0.0,0.0,0.0,0.0,0.0,0.0
128562,0.0,0.0,0.0,0.0,0.0,0.0
128662,0.0,0.0,0.0,0.0,0.0,0.0
128762,0.0,0.0,0.0,0.0,0.0,0.0
128862,0.0,0.0,0.0,0.0,0.0,0.0
128962,0.0,0.0,0.0,0.0,0.0,0.0
129062,0.0,0.0,0.0,0.0,0.0,0.0
129162,0.0,0.0,0.0,0.0,0.0,0.0
129262,0.0,0.0,0.0,0.0,0.0,0.0
129362,0.0,0.0,0.0,0.0,0.0,0.0
129462,0.0,0.0,0.0,0.0,0.0,0.0
129562,0.0,0.0,0.0,0.0,0.0,0.0
129662,0.0,0.0,0.0,0.0,0.0,0.0
129762,0.0,0.0,0.0,0.0,0.0,0.0
129862,0.0,0.0,0.0,0.0,0.0,0.0
129962,0.0,0.0,0.0,0.0,0.0,0.0
130062,0.0,0.0,0.0,0.0,0.0,0.0
130162,0.0,0.0,0.0,0.0,0.0,0.0
130262,0.0,0.0,0.0,0.0,0.0,0.0
130362,0.0,0.0,0.0,0.0,0.0,0.0
130462,0.0,0.0,0.0,0.0,0.0,0.0
130563,0.0,0.0,0.0,0.0,0.0,0.0
130662,0.0,0.0,0.0,0.0,0.0,0.0
130762,0.0,0.0,0.0,0.0,0.0,0.0
130862,0.0,0.0,0.0,0.0,0.0,0.0
130962,0.0,0.0,0.0,0.0,0.0,0.0
131062,0.0,0.0,0.0,0.0,0.0,0.0
131162,0.0,0.0,0.0,0.0,0.0,0.0
131262,0.0,0.0,0.0,0.0,0.0,0.0
131362,0.0,0.0,0.0,0.0,0.0,0.0
131462,0.0,0.0,0.0,0.0,0.0,0.0
131562,0.0,0.0,0.0,0.0,0.0,0.0
131662,0.0,0.0,0.0,0.0,0.0,0.0
131762,0.0,0.0,0.0,0.0,0.0,0.0
131862,0.0,0.0,0.0,0.0,0.0,0.0
131962,0.0,0.0,0.0,0.0,0.0,0.0
132062,0.0,0.0,0.0,0.0,0.0,0.0
132162,0.0,0.0,0.0,0.0,0.0,0.0
132262,0.0,0.0,0.0,0.0,0.0,0.0
132362,0.0,0.0,0.0,0.0,0.0,0.0
132462,0.0,0.0,0.0,0.0,0.0,0.0
132562,0.0,0.0,0.0,0.0,0.0,0.0
132662,0.0,0.0,0.0,0.0,0.0,0.0
132762,0.0,0.0,0.0,0.0,0.0,0.0
132862,0.0,0.0,0.0,0.0,0.0,0.0
132962,0.0,0.0,0.0,0.0,0.0,0.0
133062,0.0,0.0,0.0,0.0,0.0,0.0
133162,0.0,0.0,0.0,0.0,0.0,0.0
