timestamp,mag.x,mag.y,mag.z
190068,0.0,0.0,0.0
190168,0.0,0.0,0.0
190268,0.0,0.0,0.0
190368,0.0,0.0,0.0
190468,0.0,0.0,0.0
190568,0.0,0.0,0.0
190668,0.0,0.0,0.0
190768,0.0,0.0,0.0
190868,0.0,0.0,0.0
190968,0.0,0.0,0.0
191068,0.0,0.0,0.0
191168,0.0,0.0,0.0
191268,0.0,0.0,0.0
191368,0.0,0.0,0.0
191468,0.0,0.0,0.0
191568,0.0,0.0,0.0
191668,0.0,0.0,0.0
191768,0.0,0.0,0.0
191868,0.0,0.0,0.0
191968,0.0,0.0,0.0
192068,0.0,0.0,0.0
192168,0.0,0.0,0.0
192268,0.0,0.0,0.0
192368,0.0,0.0,0.0
192468,0.0,0.0,0.0
192568,0.0,0.0,0.0
192668,0.0,0.0,0.0
192768,0.0,0.0,0.0
192868,0.0,0.0,0.0
192968,0.0,0.0,0.0
193068,0.0,0.0,0.0
193168,0.0,0.0,0.0
193268,0.0,0.0,0.0
193368,0.0,0.0,0.0
193468,0.0,0.0,0.0
193568,0.0,0.0,0.0
193668,0.0,0.0,0.0
193768,0.0,0.0,0.0
193868,0.0,0.0,0.0
193968,0.0,0.0,0.0
194068,0.0,0.0,0.0
194168,0.0,0.0,0.0
194268,0.0,0.0,0.0
194368,0.0,0.0,0.0
194468,0.0,0.0,0.0
194568,0.0,0.0,0.0
194668,0.0,0.0,0.0
194768,0.0,0.0,0.0
194868,0.0,0.0,0.0
194968,0.0,0.0,0.0
195068,0.0,0.0,0.0
195168,0.0,0.0,0.0
195268,0.0,0.0,0.0
195368,0.0,0.0,0.0
195468,0.0,0.0,0.0
195568,0.0,0.0,0.0
195668,0.0,0.0,0.0
195768,0.0,0.0,0.0
195868,0.0,0.0,0.0
195968,0.0,0.0,0.0
196068,0.0,0.0,0.0
196168,0.0,0.0,0.0
196268,0.0,0.0,0.0
196368,0.0,0.0,0.0
196468,0.0,0.0,0.0
196568,0.0,0.0,0.0
196668,0.0,0.0,0.0
196768,0.0,0.0,0.0
196868,0.0,0.0,0.0
196968,0.0,0.0,0.0
197068,0.0,0.0,0.0
197168,0.0,0.0,0.0
197268,0.0,0.0,0.0
197368,0.0,0.0,0.0
197468,0.0,0.0,0.0
197571,0.0,0.0,0.0
197668,0.0,0.0,0.0
197770,0.0,0.0,0.0
197870,0.0,0.0,0.0
197968,0.0,0.0,0.0
198069,0.0,0.0,0.0
198169,0.0,0.0,0.0
198269,0.0,0.0,0.0
198369,0.0,0.0,0.0
198469,0.0,0.0,0.0
198568,0.0,0.0,0.0
198668,0.0,0.0,0.0
198768,0.0,0.0,0.0
198868,0.0,0.0,0.0
198968,0.0,0.0,0.0
199068,0.0,0.0,0.0
199168,0.0,0.0,0.0
199268,0.0,0.0,0.0
199368,0.0,0.0,0.0
199468,0.0,0.0,0.0
199568,0.0,0.0,0.0
199668,0.0,0.0,0.0
199768,0.0,0.0,0.0
199868,0.0,0.0,0.0
199968,0.0,0.0,0.0
200068,0.0,0.0,0.0
200168,0.0,0.0,0.0
200268,0.0,0.0,0.0
200368,0.0,0.0,0.0
200468,0.0,0.0,0.0
200568,0.0,0.0,0.0
200668,0.0,0.0,0.0
200768,0.0,0.0,0.0
200868,0.0,0.0,0.0
200968,0.0,0.0,0.0
201068,0.0,0.0,0.0
201168,0.0,0.0,0.0
201268,0.0,0.0,0.0
201368,0.0,0.0,0.0
201468,0.0,0.0,0.0
201568,0.0,0.0,0.0
201668,0.0,0.0,0.0
201768,0.0,0.0,0.0
201868,0.0,0.0,0.0
201968,0.0,0.0,0.0
202068,0.0,0.0,0.0
202168,0.0,0.0,0.0
202268,0.0,0.0,0.0
202368,0.0,0.0,0.0
202468,0.0,0.0,0.0
202568,0.0,0.0,0.0
202668,0.0,0.0,0.0
202768,0.0,0.0,0.0
202868,0.0,0.0,0.0
202968,0.0,0.0,0.0
203068,0.0,0.0,0.0
203168,0.0,0.0,0.0
203268,0.0,0.0,0.0
203368,0.0,0.0,0.0
203468,0.0,0.0,0.0
203568,0.0,0.0,0.0
203668,0.0,0.0,0.0
203768,0.0,0.0,0.0
203868,0.0,0.0,0.0
203968,0.0,0.0,0.0
204068,0.0,0.0,0.0
204168,0.0,0.0,0.0
204268,0.0,0.0,0.0
204368,0.0,0.0,0.0
204468,0.0,0.0,0.0
204568,0.0,0.0,0.0
204668,0.0,0.0,0.0
204768,0.0,0.0,0.0
204868,0.0,0.0,0.0
