timestamp,posCtrlIndi.accFT_x,posCtrlIndi.accFT_y,posCtrlIndi.accFT_z,posCtrlIndi.accErr_x,posCtrlIndi.accErr_y,posCtrlIndi.accErr_z
218829,0.0,0.0,0.0,0.0,0.0,0.0
218928,0.0,0.0,0.0,0.0,0.0,0.0
219028,0.0,0.0,0.0,0.0,0.0,0.0
219128,0.0,0.0,0.0,0.0,0.0,0.0
219228,0.0,0.0,0.0,0.0,0.0,0.0
219328,0.0,0.0,0.0,0.0,0.0,0.0
219428,0.0,0.0,0.0,0.0,0.0,0.0
219528,0.0,0.0,0.0,0.0,0.0,0.0
219628,0.0,0.0,0.0,0.0,0.0,0.0
219728,0.0,0.0,0.0,0.0,0.0,0.0
219828,0.0,0.0,0.0,0.0,0.0,0.0
219928,0.0,0.0,0.0,0.0,0.0,0.0
220028,0.0,0.0,0.0,0.0,0.0,0.0
220128,0.0,0.0,0.0,0.0,0.0,0.0
220228,0.0,0.0,0.0,0.0,0.0,0.0
220328,0.0,0.0,0.0,0.0,0.0,0.0
220428,0.0,0.0,0.0,0.0,0.0,0.0
220528,0.0,0.0,0.0,0.0,0.0,0.0
220628,0.0,0.0,0.0,0.0,0.0,0.0
220728,0.0,0.0,0.0,0.0,0.0,0.0
220828,0.0,0.0,0.0,0.0,0.0,0.0
220928,0.0,0.0,0.0,0.0,0.0,0.0
221028,0.0,0.0,0.0,0.0,0.0,0.0
221128,0.0,0.0,0.0,0.0,0.0,0.0
221228,0.0,0.0,0.0,0.0,0.0,0.0
221328,0.0,0.0,0.0,0.0,0.0,0.0
221428,0.0,0.0,0.0,0.0,0.0,0.0
221528,0.0,0.0,0.0,0.0,0.0,0.0
221628,0.0,0.0,0.0,0.0,0.0,0.0
221728,0.0,0.0,0.0,0.0,0.0,0.0
221828,0.0,0.0,0.0,0.0,0.0,0.0
221928,0.0,0.0,0.0,0.0,0.0,0.0
222028,0.0,0.0,0.0,0.0,0.0,0.0
222128,0.0,0.0,0.0,0.0,0.0,0.0
222228,0.0,0.0,0.0,0.0,0.0,0.0
222328,0.0,0.0,0.0,0.0,0.0,0.0
222428,0.0,0.0,0.0,0.0,0.0,0.0
222528,0.0,0.0,0.0,0.0,0.0,0.0
222628,0.0,0.0,0.0,0.0,0.0,0.0
222728,0.0,0.0,0.0,0.0,0.0,0.0
222828,0.0,0.0,0.0,0.0,0.0,0.0
222928,0.0,0.0,0.0,0.0,0.0,0.0
223028,0.0,0.0,0.0,0.0,0.0,0.0
223130,0.0,0.0,0.0,0.0,0.0,0.0
223230,0.0,0.0,0.0,0.0,0.0,0.0
223330,0.0,0.0,0.0,0.0,0.0,0.0
223429,0.0,0.0,0.0,0.0,0.0,0.0
223529,0.0,0.0,0.0,0.0,0.0,0.0
223628,0.0,0.0,0.0,0.0,0.0,0.0
223728,0.0,0.0,0.0,0.0,0.0,0.0
223828,0.0,0.0,0.0,0.0,0.0,0.0
223928,0.0,0.0,0.0,0.0,0.0,0.0
224028,0.0,0.0,0.0,0.0,0.0,0.0
224128,0.0,0.0,0.0,0.0,0.0,0.0
224228,0.0,0.0,0.0,0.0,0.0,0.0
224328,0.0,0.0,0.0,0.0,0.0,0.0
224428,0.0,0.0,0.0,0.0,0.0,0.0
224528,0.0,0.0,0.0,0.0,0.0,0.0
224628,0.0,0.0,0.0,0.0,0.0,0.0
224728,0.0,0.0,0.0,0.0,0.0,0.0
224828,0.0,0.0,0.0,0.0,0.0,0.0
224928,0.0,0.0,0.0,0.0,0.0,0.0
225028,0.0,0.0,0.0,0.0,0.0,0.0
225128,0.0,0.0,0.0,0.0,0.0,0.0
225228,0.0,0.0,0.0,0.0,0.0,0.0
225328,0.0,0.0,0.0,0.0,0.0,0.0
225429,0.0,0.0,0.0,0.0,0.0,0.0
225528,0.0,0.0,0.0,0.0,0.0,0.0
225628,0.0,0.0,0.0,0.0,0.0,0.0
225728,0.0,0.0,0.0,0.0,0.0,0.0
225828,0.0,0.0,0.0,0.0,0.0,0.0
225928,0.0,0.0,0.0,0.0,0.0,0.0
226028,0.0,0.0,0.0,0.0,0.0,0.0
226128,0.0,0.0,0.0,0.0,0.0,0.0
226228,0.0,0.0,0.0,0.0,0.0,0.0
226328,0.0,0.0,0.0,0.0,0.0,0.0
226428,0.0,0.0,0.0,0.0,0.0,0.0
226528,0.0,0.0,0.0,0.0,0.0,0.0
226628,0.0,0.0,0.0,0.0,0.0,0.0
226728,0.0,0.0,0.0,0.0,0.0,0.0
226828,0.0,0.0,0.0,0.0,0.0,0.0
226928,0.0,0.0,0.0,0.0,0.0,0.0
227028,0.0,0.0,0.0,0.0,0.0,0.0
227128,0.0,0.0,0.0,0.0,0.0,0.0
227228,0.0,0.0,0.0,0.0,0.0,0.0
227328,0.0,0.0,0.0,0.0,0.0,0.0
227428,0.0,0.0,0.0,0.0,0.0,0.0
227528,0.0,0.0,0.0,0.0,0.0,0.0
227628,0.0,0.0,0.0,0.0,0.0,0.0
227728,0.0,0.0,0.0,0.0,0.0,0.0
227828,0.0,0.0,0.0,0.0,0.0,0.0
227928,0.0,0.0,0.0,0.0,0.0,0.0
228028,0.0,0.0,0.0,0.0,0.0,0.0
228128,0.0,0.0,0.0,0.0,0.0,0.0
228228,0.0,0.0,0.0,0.0,0.0,0.0
228328,0.0,0.0,0.0,0.0,0.0,0.0
228428,0.0,0.0,0.0,0.0,0.0,0.0
228528,0.0,0.0,0.0,0.0,0.0,0.0
228628,0.0,0.0,0.0,0.0,0.0,0.0
