timestamp,posCtrlIndi.accS_x,posCtrlIndi.accS_y,posCtrlIndi.accS_z,posCtrlIndi.accF_x,posCtrlIndi.accF_y,posCtrlIndi.accF_z
218824,0.0,0.0,0.0,0.0,0.0,0.0
218924,0.0,0.0,0.0,0.0,0.0,0.0
219024,0.0,0.0,0.0,0.0,0.0,0.0
219124,0.0,0.0,0.0,0.0,0.0,0.0
219224,0.0,0.0,0.0,0.0,0.0,0.0
219324,0.0,0.0,0.0,0.0,0.0,0.0
219424,0.0,0.0,0.0,0.0,0.0,0.0
219524,0.0,0.0,0.0,0.0,0.0,0.0
219624,0.0,0.0,0.0,0.0,0.0,0.0
219724,0.0,0.0,0.0,0.0,0.0,0.0
219824,0.0,0.0,0.0,0.0,0.0,0.0
219924,0.0,0.0,0.0,0.0,0.0,0.0
220024,0.0,0.0,0.0,0.0,0.0,0.0
220124,0.0,0.0,0.0,0.0,0.0,0.0
220224,0.0,0.0,0.0,0.0,0.0,0.0
220324,0.0,0.0,0.0,0.0,0.0,0.0
220424,0.0,0.0,0.0,0.0,0.0,0.0
220524,0.0,0.0,0.0,0.0,0.0,0.0
220624,0.0,0.0,0.0,0.0,0.0,0.0
220724,0.0,0.0,0.0,0.0,0.0,0.0
220824,0.0,0.0,0.0,0.0,0.0,0.0
220924,0.0,0.0,0.0,0.0,0.0,0.0
221024,0.0,0.0,0.0,0.0,0.0,0.0
221124,0.0,0.0,0.0,0.0,0.0,0.0
221224,0.0,0.0,0.0,0.0,0.0,0.0
221324,0.0,0.0,0.0,0.0,0.0,0.0
221424,0.0,0.0,0.0,0.0,0.0,0.0
221524,0.0,0.0,0.0,0.0,0.0,0.0
221624,0.0,0.0,0.0,0.0,0.0,0.0
221724,0.0,0.0,0.0,0.0,0.0,0.0
221824,0.0,0.0,0.0,0.0,0.0,0.0
221924,0.0,0.0,0.0,0.0,0.0,0.0
222024,0.0,0.0,0.0,0.0,0.0,0.0
222124,0.0,0.0,0.0,0.0,0.0,0.0
222224,0.0,0.0,0.0,0.0,0.0,0.0
222324,0.0,0.0,0.0,0.0,0.0,0.0
222424,0.0,0.0,0.0,0.0,0.0,0.0
222524,0.0,0.0,0.0,0.0,0.0,0.0
222624,0.0,0.0,0.0,0.0,0.0,0.0
222724,0.0,0.0,0.0,0.0,0.0,0.0
222824,0.0,0.0,0.0,0.0,0.0,0.0
222924,0.0,0.0,0.0,0.0,0.0,0.0
223024,0.0,0.0,0.0,0.0,0.0,0.0
223124,0.0,0.0,0.0,0.0,0.0,0.0
223224,0.0,0.0,0.0,0.0,0.0,0.0
223324,0.0,0.0,0.0,0.0,0.0,0.0
223424,0.0,0.0,0.0,0.0,0.0,0.0
223524,0.0,0.0,0.0,0.0,0.0,0.0
223624,0.0,0.0,0.0,0.0,0.0,0.0
223724,0.0,0.0,0.0,0.0,0.0,0.0
223824,0.0,0.0,0.0,0.0,0.0,0.0
223924,0.0,0.0,0.0,0.0,0.0,0.0
224024,0.0,0.0,0.0,0.0,0.0,0.0
224124,0.0,0.0,0.0,0.0,0.0,0.0
224224,0.0,0.0,0.0,0.0,0.0,0.0
224324,0.0,0.0,0.0,0.0,0.0,0.0
224426,0.0,0.0,0.0,0.0,0.0,0.0
224526,0.0,0.0,0.0,0.0,0.0,0.0
224626,0.0,0.0,0.0,0.0,0.0,0.0
224725,0.0,0.0,0.0,0.0,0.0,0.0
224825,0.0,0.0,0.0,0.0,0.0,0.0
224925,0.0,0.0,0.0,0.0,0.0,0.0
225025,0.0,0.0,0.0,0.0,0.0,0.0
225125,0.0,0.0,0.0,0.0,0.0,0.0
225225,0.0,0.0,0.0,0.0,0.0,0.0
225325,0.0,0.0,0.0,0.0,0.0,0.0
225424,0.0,0.0,0.0,0.0,0.0,0.0
225524,0.0,0.0,0.0,0.0,0.0,0.0
225624,0.0,0.0,0.0,0.0,0.0,0.0
225724,0.0,0.0,0.0,0.0,0.0,0.0
225824,0.0,0.0,0.0,0.0,0.0,0.0
225924,0.0,0.0,0.0,0.0,0.0,0.0
226024,0.0,0.0,0.0,0.0,0.0,0.0
226124,0.0,0.0,0.0,0.0,0.0,0.0
226226,0.0,0.0,0.0,0.0,0.0,0.0
226324,0.0,0.0,0.0,0.0,0.0,0.0
226426,0.0,0.0,0.0,0.0,0.0,0.0
226525,0.0,0.0,0.0,0.0,0.0,0.0
226625,0.0,0.0,0.0,0.0,0.0,0.0
226725,0.0,0.0,0.0,0.0,0.0,0.0
226825,0.0,0.0,0.0,0.0,0.0,0.0
226925,0.0,0.0,0.0,0.0,0.0,0.0
227025,0.0,0.0,0.0,0.0,0.0,0.0
227125,0.0,0.0,0.0,0.0,0.0,0.0
227224,0.0,0.0,0.0,0.0,0.0,0.0
227324,0.0,0.0,0.0,0.0,0.0,0.0
227425,0.0,0.0,0.0,0.0,0.0,0.0
227524,0.0,0.0,0.0,0.0,0.0,0.0
227624,0.0,0.0,0.0,0.0,0.0,0.0
227724,0.0,0.0,0.0,0.0,0.0,0.0
227825,0.0,0.0,0.0,0.0,0.0,0.0
227924,0.0,0.0,0.0,0.0,0.0,0.0
228024,0.0,0.0,0.0,0.0,0.0,0.0
228124,0.0,0.0,0.0,0.0,0.0,0.0
228224,0.0,0.0,0.0,0.0,0.0,0.0
228324,0.0,0.0,0.0,0.0,0.0,0.0
228424,0.0,0.0,0.0,0.0,0.0,0.0
228524,0.0,0.0,0.0,0.0,0.0,0.0
228624,0.0,0.0,0.0,0.0,0.0,0.0
228724,0.0,0.0,0.0,0.0,0.0,0.0
228824,0.0,0.0,0.0,0.0,0.0,0.0
228924,0.0,0.0,0.0,0.0,0.0,0.0
229024,0.0,0.0,0.0,0.0,0.0,0.0
229124,0.0,0.0,0.0,0.0,0.0,0.0
229224,0.0,0.0,0.0,0.0,0.0,0.0
229324,0.0,0.0,0.0,0.0,0.0,0.0
229424,0.0,0.0,0.0,0.0,0.0,0.0
229524,0.0,0.0,0.0,0.0,0.0,0.0
229624,0.0,0.0,0.0,0.0,0.0,0.0
229724,0.0,0.0,0.0,0.0,0.0,0.0
229824,0.0,0.0,0.0,0.0,0.0,0.0
229924,0.0,0.0,0.0,0.0,0.0,0.0
230024,0.0,0.0,0.0,0.0,0.0,0.0
230124,0.0,0.0,0.0,0.0,0.0,0.0
230224,0.0,0.0,0.0,0.0,0.0,0.0
230324,0.0,0.0,0.0,0.0,0.0,0.0
230424,0.0,0.0,0.0,0.0,0.0,0.0
230524,0.0,0.0,0.0,0.0,0.0,0.0
230624,0.0,0.0,0.0,0.0,0.0,0.0
230724,0.0,0.0,0.0,0.0,0.0,0.0
230824,0.0,0.0,0.0,0.0,0.0,0.0
230924,0.0,0.0,0.0,0.0,0.0,0.0
231024,0.0,0.0,0.0,0.0,0.0,0.0
231124,0.0,0.0,0.0,0.0,0.0,0.0
231224,0.0,0.0,0.0,0.0,0.0,0.0
231324,0.0,0.0,0.0,0.0,0.0,0.0
231424,0.0,0.0,0.0,0.0,0.0,0.0
231524,0.0,0.0,0.0,0.0,0.0,0.0
231624,0.0,0.0,0.0,0.0,0.0,0.0
231724,0.0,0.0,0.0,0.0,0.0,0.0
231824,0.0,0.0,0.0,0.0,0.0,0.0
231924,0.0,0.0,0.0,0.0,0.0,0.0
232024,0.0,0.0,0.0,0.0,0.0,0.0
232124,0.0,0.0,0.0,0.0,0.0,0.0
232224,0.0,0.0,0.0,0.0,0.0,0.0
232326,0.0,0.0,0.0,0.0,0.0,0.0
232426,0.0,0.0,0.0,0.0,0.0,0.0
232526,0.0,0.0,0.0,0.0,0.0,0.0
232625,0.0,0.0,0.0,0.0,0.0,0.0
232725,0.0,0.0,0.0,0.0,0.0,0.0
232825,0.0,0.0,0.0,0.0,0.0,0.0
232925,0.0,0.0,0.0,0.0,0.0,0.0
233024,0.0,0.0,0.0,0.0,0.0,0.0
233124,0.0,0.0,0.0,0.0,0.0,0.0
233224,0.0,0.0,0.0,0.0,0.0,0.0
233324,0.0,0.0,0.0,0.0,0.0,0.0
233425,0.0,0.0,0.0,0.0,0.0,0.0
233524,0.0,0.0,0.0,0.0,0.0,0.0
233624,0.0,0.0,0.0,0.0,0.0,0.0
233724,0.0,0.0,0.0,0.0,0.0,0.0
233824,0.0,0.0,0.0,0.0,0.0,0.0
233924,0.0,0.0,0.0,0.0,0.0,0.0
234024,0.0,0.0,0.0,0.0,0.0,0.0
234124,0.0,0.0,0.0,0.0,0.0,0.0
234224,0.0,0.0,0.0,0.0,0.0,0.0
234324,0.0,0.0,0.0,0.0,0.0,0.0
234424,0.0,0.0,0.0,0.0,0.0,0.0
234524,0.0,0.0,0.0,0.0,0.0,0.0
234624,0.0,0.0,0.0,0.0,0.0,0.0
234724,0.0,0.0,0.0,0.0,0.0,0.0
234824,0.0,0.0,0.0,0.0,0.0,0.0
234924,0.0,0.0,0.0,0.0,0.0,0.0
235025,0.0,0.0,0.0,0.0,0.0,0.0
235125,0.0,0.0,0.0,0.0,0.0,0.0
235224,0.0,0.0,0.0,0.0,0.0,0.0
235324,0.0,0.0,0.0,0.0,0.0,0.0
