timestamp,locSrv.x,locSrv.y,locSrv.z,locSrv.qx,locSrv.qy,locSrv.qz
138864,0.0,0.0,0.0,0.0,0.0,0.0
138964,0.0,0.0,0.0,0.0,0.0,0.0
139064,0.0,0.0,0.0,0.0,0.0,0.0
139164,0.0,0.0,0.0,0.0,0.0,0.0
139264,0.0,0.0,0.0,0.0,0.0,0.0
139364,0.0,0.0,0.0,0.0,0.0,0.0
139464,0.0,0.0,0.0,0.0,0.0,0.0
139564,0.0,0.0,0.0,0.0,0.0,0.0
139664,0.0,0.0,0.0,0.0,0.0,0.0
139764,0.0,0.0,0.0,0.0,0.0,0.0
139864,0.0,0.0,0.0,0.0,0.0,0.0
139964,0.0,0.0,0.0,0.0,0.0,0.0
140064,0.0,0.0,0.0,0.0,0.0,0.0
140164,0.0,0.0,0.0,0.0,0.0,0.0
140264,0.0,0.0,0.0,0.0,0.0,0.0
140364,0.0,0.0,0.0,0.0,0.0,0.0
140464,0.0,0.0,0.0,0.0,0.0,0.0
140564,0.0,0.0,0.0,0.0,0.0,0.0
140664,0.0,0.0,0.0,0.0,0.0,0.0
140764,0.0,0.0,0.0,0.0,0.0,0.0
140864,0.0,0.0,0.0,0.0,0.0,0.0
140964,0.0,0.0,0.0,0.0,0.0,0.0
141064,0.0,0.0,0.0,0.0,0.0,0.0
141164,0.0,0.0,0.0,0.0,0.0,0.0
141264,0.0,0.0,0.0,0.0,0.0,0.0
141364,0.0,0.0,0.0,0.0,0.0,0.0
141464,0.0,0.0,0.0,0.0,0.0,0.0
141564,0.0,0.0,0.0,0.0,0.0,0.0
141664,0.0,0.0,0.0,0.0,0.0,0.0
141764,0.0,0.0,0.0,0.0,0.0,0.0
141864,0.0,0.0,0.0,0.0,0.0,0.0
141964,0.0,0.0,0.0,0.0,0.0,0.0
142064,0.0,0.0,0.0,0.0,0.0,0.0
142164,0.0,0.0,0.0,0.0,0.0,0.0
142264,0.0,0.0,0.0,0.0,0.0,0.0
142366,0.0,0.0,0.0,0.0,0.0,0.0
142464,0.0,0.0,0.0,0.0,0.0,0.0
142564,0.0,0.0,0.0,0.0,0.0,0.0
142665,0.0,0.0,0.0,0.0,0.0,0.0
142766,0.0,0.0,0.0,0.0,0.0,0.0
142865,0.0,0.0,0.0,0.0,0.0,0.0
142965,0.0,0.0,0.0,0.0,0.0,0.0
143065,0.0,0.0,0.0,0.0,0.0,0.0
143165,0.0,0.0,0.0,0.0,0.0,0.0
143265,0.0,0.0,0.0,0.0,0.0,0.0
143364,0.0,0.0,0.0,0.0,0.0,0.0
143464,0.0,0.0,0.0,0.0,0.0,0.0
143564,0.0,0.0,0.0,0.0,0.0,0.0
143664,0.0,0.0,0.0,0.0,0.0,0.0
143764,0.0,0.0,0.0,0.0,0.0,0.0
143864,0.0,0.0,0.0,0.0,0.0,0.0
143964,0.0,0.0,0.0,0.0,0.0,0.0
144064,0.0,0.0,0.0,0.0,0.0,0.0
144164,0.0,0.0,0.0,0.0,0.0,0.0
144264,0.0,0.0,0.0,0.0,0.0,0.0
144364,0.0,0.0,0.0,0.0,0.0,0.0
144464,0.0,0.0,0.0,0.0,0.0,0.0
144564,0.0,0.0,0.0,0.0,0.0,0.0
144664,0.0,0.0,0.0,0.0,0.0,0.0
144764,0.0,0.0,0.0,0.0,0.0,0.0
144864,0.0,0.0,0.0,0.0,0.0,0.0
144964,0.0,0.0,0.0,0.0,0.0,0.0
145064,0.0,0.0,0.0,0.0,0.0,0.0
145164,0.0,0.0,0.0,0.0,0.0,0.0
145264,0.0,0.0,0.0,0.0,0.0,0.0
145364,0.0,0.0,0.0,0.0,0.0,0.0
145464,0.0,0.0,0.0,0.0,0.0,0.0
145564,0.0,0.0,0.0,0.0,0.0,0.0
145664,0.0,0.0,0.0,0.0,0.0,0.0
145764,0.0,0.0,0.0,0.0,0.0,0.0
145864,0.0,0.0,0.0,0.0,0.0,0.0
145964,0.0,0.0,0.0,0.0,0.0,0.0
146066,0.0,0.0,0.0,0.0,0.0,0.0
146166,0.0,0.0,0.0,0.0,0.0,0.0
146266,0.0,0.0,0.0,0.0,0.0,0.0
146366,0.0,0.0,0.0,0.0,0.0,0.0
146466,0.0,0.0,0.0,0.0,0.0,0.0
146566,0.0,0.0,0.0,0.0,0.0,0.0
146666,0.0,0.0,0.0,0.0,0.0,0.0
146766,0.0,0.0,0.0,0.0,0.0,0.0
146866,0.0,0.0,0.0,0.0,0.0,0.0
146966,0.0,0.0,0.0,0.0,0.0,0.0
147066,0.0,0.0,0.0,0.0,0.0,0.0
147166,0.0,0.0,0.0,0.0,0.0,0.0
147266,0.0,0.0,0.0,0.0,0.0,0.0
147366,0.0,0.0,0.0,0.0,0.0,0.0
147466,0.0,0.0,0.0,0.0,0.0,0.0
147566,0.0,0.0,0.0,0.0,0.0,0.0
147666,0.0,0.0,0.0,0.0,0.0,0.0
147766,0.0,0.0,0.0,0.0,0.0,0.0
147866,0.0,0.0,0.0,0.0,0.0,0.0
147966,0.0,0.0,0.0,0.0,0.0,0.0
148066,0.0,0.0,0.0,0.0,0.0,0.0
148166,0.0,0.0,0.0,0.0,0.0,0.0
148266,0.0,0.0,0.0,0.0,0.0,0.0
148366,0.0,0.0,0.0,0.0,0.0,0.0
148466,0.0,0.0,0.0,0.0,0.0,0.0
148566,0.0,0.0,0.0,0.0,0.0,0.0
148664,0.0,0.0,0.0,0.0,0.0,0.0
148764,0.0,0.0,0.0,0.0,0.0,0.0
148866,0.0,0.0,0.0,0.0,0.0,0.0
148966,0.0,0.0,0.0,0.0,0.0,0.0
149066,0.0,0.0,0.0,0.0,0.0,0.0
149166,0.0,0.0,0.0,0.0,0.0,0.0
149264,0.0,0.0,0.0,0.0,0.0,0.0
149366,0.0,0.0,0.0,0.0,0.0,0.0
149466,0.0,0.0,0.0,0.0,0.0,0.0
149566,0.0,0.0,0.0,0.0,0.0,0.0
149666,0.0,0.0,0.0,0.0,0.0,0.0
149764,0.0,0.0,0.0,0.0,0.0,0.0
149864,0.0,0.0,0.0,0.0,0.0,0.0
149964,0.0,0.0,0.0,0.0,0.0,0.0
150064,0.0,0.0,0.0,0.0,0.0,0.0
150164,0.0,0.0,0.0,0.0,0.0,0.0
150264,0.0,0.0,0.0,0.0,0.0,0.0
150364,0.0,0.0,0.0,0.0,0.0,0.0
150467,0.0,0.0,0.0,0.0,0.0,0.0
150566,0.0,0.0,0.0,0.0,0.0,0.0
150666,0.0,0.0,0.0,0.0,0.0,0.0
150764,0.0,0.0,0.0,0.0,0.0,0.0
150867,0.0,0.0,0.0,0.0,0.0,0.0
150966,0.0,0.0,0.0,0.0,0.0,0.0
151066,0.0,0.0,0.0,0.0,0.0,0.0
151164,0.0,0.0,0.0,0.0,0.0,0.0
151267,0.0,0.0,0.0,0.0,0.0,0.0
151366,0.0,0.0,0.0,0.0,0.0,0.0
151464,0.0,0.0,0.0,0.0,0.0,0.0
151564,0.0,0.0,0.0,0.0,0.0,0.0
151664,0.0,0.0,0.0,0.0,0.0,0.0
151764,0.0,0.0,0.0,0.0,0.0,0.0
151866,0.0,0.0,0.0,0.0,0.0,0.0
151965,0.0,0.0,0.0,0.0,0.0,0.0
152065,0.0,0.0,0.0,0.0,0.0,0.0
152165,0.0,0.0,0.0,0.0,0.0,0.0
152265,0.0,0.0,0.0,0.0,0.0,0.0
152364,0.0,0.0,0.0,0.0,0.0,0.0
152464,0.0,0.0,0.0,0.0,0.0,0.0
152564,0.0,0.0,0.0,0.0,0.0,0.0
152664,0.0,0.0,0.0,0.0,0.0,0.0
152764,0.0,0.0,0.0,0.0,0.0,0.0
152864,0.0,0.0,0.0,0.0,0.0,0.0
152964,0.0,0.0,0.0,0.0,0.0,0.0
153064,0.0,0.0,0.0,0.0,0.0,0.0
