timestamp,posCtrlIndi.cmd_phi,posCtrlIndi.cmd_theta
218833,0.0,0.0
218933,0.0,0.0
219033,0.0,0.0
219133,0.0,0.0
219233,0.0,0.0
219333,0.0,0.0
219433,0.0,0.0
219533,0.0,0.0
219633,0.0,0.0
219733,0.0,0.0
219833,0.0,0.0
219933,0.0,0.0
220033,0.0,0.0
220133,0.0,0.0
220233,0.0,0.0
220333,0.0,0.0
220433,0.0,0.0
220533,0.0,0.0
220633,0.0,0.0
220733,0.0,0.0
220833,0.0,0.0
220933,0.0,0.0
221033,0.0,0.0
221133,0.0,0.0
221233,0.0,0.0
221333,0.0,0.0
221435,0.0,0.0
221535,0.0,0.0
221635,0.0,0.0
221735,0.0,0.0
221835,0.0,0.0
221934,0.0,0.0
222035,0.0,0.0
222134,0.0,0.0
222234,0.0,0.0
222333,0.0,0.0
222433,0.0,0.0
222533,0.0,0.0
222633,0.0,0.0
222733,0.0,0.0
222833,0.0,0.0
222933,0.0,0.0
223033,0.0,0.0
223133,0.0,0.0
223233,0.0,0.0
223333,0.0,0.0
223433,0.0,0.0
223533,0.0,0.0
223633,0.0,0.0
223733,0.0,0.0
223833,0.0,0.0
223933,0.0,0.0
224033,0.0,0.0
224133,0.0,0.0
224233,0.0,0.0
224333,0.0,0.0
224433,0.0,0.0
224533,0.0,0.0
224633,0.0,0.0
224733,0.0,0.0
224833,0.0,0.0
224933,0.0,0.0
225033,0.0,0.0
225133,0.0,0.0
225233,0.0,0.0
225333,0.0,0.0
225433,0.0,0.0
225533,0.0,0.0
225633,0.0,0.0
225733,0.0,0.0
225833,0.0,0.0
225933,0.0,0.0
226033,0.0,0.0
226133,0.0,0.0
226233,0.0,0.0
226333,0.0,0.0
226433,0.0,0.0
226533,0.0,0.0
226633,0.0,0.0
226733,0.0,0.0
226833,0.0,0.0
226933,0.0,0.0
227033,0.0,0.0
227133,0.0,0.0
227233,0.0,0.0
227333,0.0,0.0
227433,0.0,0.0
227533,0.0,0.0
227633,0.0,0.0
227733,0.0,0.0
227833,0.0,0.0
227933,0.0,0.0
228033,0.0,0.0
228133,0.0,0.0
228233,0.0,0.0
228333,0.0,0.0
228433,0.0,0.0
228533,0.0,0.0
228636,0.0,0.0
228735,0.0,0.0
228835,0.0,0.0
228935,0.0,0.0
229035,0.0,0.0
229135,0.0,0.0
229235,0.0,0.0
229334,0.0,0.0
229434,0.0,0.0
229534,0.0,0.0
229633,0.0,0.0
229733,0.0,0.0
229834,0.0,0.0
229933,0.0,0.0
230033,0.0,0.0
230133,0.0,0.0
230233,0.0,0.0
230333,0.0,0.0
230433,0.0,0.0
230533,0.0,0.0
230633,0.0,0.0
230733,0.0,0.0
230833,0.0,0.0
230933,0.0,0.0
231033,0.0,0.0
231133,0.0,0.0
231233,0.0,0.0
231333,0.0,0.0
231433,0.0,0.0
231533,0.0,0.0
231633,0.0,0.0
231733,0.0,0.0
231833,0.0,0.0
231933,0.0,0.0
232033,0.0,0.0
232133,0.0,0.0
232233,0.0,0.0
232333,0.0,0.0
232433,0.0,0.0
232533,0.0,0.0
232633,0.0,0.0
232733,0.0,0.0
232833,0.0,0.0
232933,0.0,0.0
233033,0.0,0.0
233133,0.0,0.0
233233,0.0,0.0
233333,0.0,0.0
233433,0.0,0.0
233533,0.0,0.0
233633,0.0,0.0
233733,0.0,0.0
233833,0.0,0.0
233933,0.0,0.0
234033,0.0,0.0
234133,0.0,0.0
234233,0.0,0.0
234335,0.0,0.0
234435,0.0,0.0
234535,0.0,0.0
234635,0.0,0.0
234735,0.0,0.0
234835,0.0,0.0
234935,0.0,0.0
235033,0.0,0.0
235133,0.0,0.0
235235,0.0,0.0
235335,0.0,0.0
235435,0.0,0.0
235533,0.0,0.0
235635,0.0,0.0
235735,0.0,0.0
235833,0.0,0.0
235933,0.0,0.0
236033,0.0,0.0
236133,0.0,0.0
236233,0.0,0.0
236333,0.0,0.0
236433,0.0,0.0
236533,0.0,0.0
236633,0.0,0.0
236733,0.0,0.0
236833,0.0,0.0
236933,0.0,0.0
237033,0.0,0.0
237133,0.0,0.0
237233,0.0,0.0
237333,0.0,0.0
237433,0.0,0.0
237533,0.0,0.0
237633,0.0,0.0
237733,0.0,0.0
237835,0.0,0.0
237935,0.0,0.0
238035,0.0,0.0
238135,0.0,0.0
238235,0.0,0.0
238335,0.0,0.0
238435,0.0,0.0
238535,0.0,0.0
238635,0.0,0.0
238734,0.0,0.0
238834,0.0,0.0
238934,0.0,0.0
239034,0.0,0.0
239133,0.0,0.0
239233,0.0,0.0
239333,0.0,0.0
239433,0.0,0.0
239533,0.0,0.0
239633,0.0,0.0
239733,0.0,0.0
239833,0.0,0.0
239933,0.0,0.0
240035,0.0,0.0
240135,0.0,0.0
240235,0.0,0.0
240335,0.0,0.0
