timestamp,posEstAlt.estimatedZ,posEstAlt.estVZ,posEstAlt.velocityZ
218835,0.0,0.0,0.0
218935,0.0,0.0,0.0
219035,0.0,0.0,0.0
219135,0.0,0.0,0.0
219235,0.0,0.0,0.0
219335,0.0,0.0,0.0
219435,0.0,0.0,0.0
219535,0.0,0.0,0.0
219635,0.0,0.0,0.0
219735,0.0,0.0,0.0
219835,0.0,0.0,0.0
219935,0.0,0.0,0.0
220035,0.0,0.0,0.0
220135,0.0,0.0,0.0
220235,0.0,0.0,0.0
220335,0.0,0.0,0.0
220435,0.0,0.0,0.0
220535,0.0,0.0,0.0
220635,0.0,0.0,0.0
220735,0.0,0.0,0.0
220837,0.0,0.0,0.0
220937,0.0,0.0,0.0
221037,0.0,0.0,0.0
221137,0.0,0.0,0.0
221236,0.0,0.0,0.0
221336,0.0,0.0,0.0
221435,0.0,0.0,0.0
221535,0.0,0.0,0.0
221635,0.0,0.0,0.0
221735,0.0,0.0,0.0
221835,0.0,0.0,0.0
221935,0.0,0.0,0.0
222035,0.0,0.0,0.0
222135,0.0,0.0,0.0
222235,0.0,0.0,0.0
222335,0.0,0.0,0.0
222435,0.0,0.0,0.0
222535,0.0,0.0,0.0
222635,0.0,0.0,0.0
222735,0.0,0.0,0.0
222835,0.0,0.0,0.0
222935,0.0,0.0,0.0
223035,0.0,0.0,0.0
223135,0.0,0.0,0.0
223235,0.0,0.0,0.0
223335,0.0,0.0,0.0
223435,0.0,0.0,0.0
223535,0.0,0.0,0.0
223635,0.0,0.0,0.0
223735,0.0,0.0,0.0
223835,0.0,0.0,0.0
223935,0.0,0.0,0.0
224035,0.0,0.0,0.0
224135,0.0,0.0,0.0
224235,0.0,0.0,0.0
224335,0.0,0.0,0.0
224435,0.0,0.0,0.0
224535,0.0,0.0,0.0
224635,0.0,0.0,0.0
224735,0.0,0.0,0.0
224835,0.0,0.0,0.0
224935,0.0,0.0,0.0
225035,0.0,0.0,0.0
225135,0.0,0.0,0.0
225235,0.0,0.0,0.0
225335,0.0,0.0,0.0
225435,0.0,0.0,0.0
225535,0.0,0.0,0.0
225635,0.0,0.0,0.0
225735,0.0,0.0,0.0
225835,0.0,0.0,0.0
225935,0.0,0.0,0.0
226035,0.0,0.0,0.0
226135,0.0,0.0,0.0
226235,0.0,0.0,0.0
226335,0.0,0.0,0.0
226435,0.0,0.0,0.0
226535,0.0,0.0,0.0
226635,0.0,0.0,0.0
226735,0.0,0.0,0.0
226835,0.0,0.0,0.0
226935,0.0,0.0,0.0
227035,0.0,0.0,0.0
227135,0.0,0.0,0.0
227235,0.0,0.0,0.0
227335,0.0,0.0,0.0
227435,0.0,0.0,0.0
227535,0.0,0.0,0.0
227635,0.0,0.0,0.0
227735,0.0,0.0,0.0
227838,0.0,0.0,0.0
227935,0.0,0.0,0.0
228035,0.0,0.0,0.0
228135,0.0,0.0,0.0
228237,0.0,0.0,0.0
228336,0.0,0.0,0.0
228435,0.0,0.0,0.0
228536,0.0,0.0,0.0
228636,0.0,0.0,0.0
228736,0.0,0.0,0.0
228835,0.0,0.0,0.0
228935,0.0,0.0,0.0
229035,0.0,0.0,0.0
229135,0.0,0.0,0.0
229235,0.0,0.0,0.0
229335,0.0,0.0,0.0
229435,0.0,0.0,0.0
229535,0.0,0.0,0.0
229635,0.0,0.0,0.0
229735,0.0,0.0,0.0
229835,0.0,0.0,0.0
229935,0.0,0.0,0.0
230035,0.0,0.0,0.0
